subject,repetition,context,interference,g,SD,nTrials
6,1,1,0,0.176099107702466,20.815678211213,59
6,1,1,1,0.185098549144872,25.7914157889168,57
6,5,0,0,8.08115722210766e-05,24.5271514970516,59
6,5,0,1,0.000138146061461692,23.0960707217748,58
6,5,1,0,0.000359829709375061,20.8679490639628,56
6,5,1,1,0.00104695740627379,23.9916248442873,60
7,1,0,0,0.0779736379419122,17.0205609114594,59
7,1,0,1,0.0840295207138324,16.2220186304041,60
7,1,1,0,0.0373732162301308,22.9292540733481,57
7,1,1,1,0.109771072522383,18.2453110701743,59
7,5,0,0,0.000209399395262055,14.9453522513073,59
7,5,0,1,0.000118839394660498,14.1658508599231,57
7,5,1,0,0.000243303440800912,14.6695125456616,56
7,5,1,1,0.0398292869834852,14.2765441564494,56
8,1,0,0,0.147822702462784,18.8845985334862,57
8,1,0,1,0.0493849368606982,24.978583616261,59
8,1,1,0,0.0890400140996828,18.8315474970255,58
8,1,1,1,0.184834236437739,17.4426454509683,59
8,5,0,0,7.96459075795959e-06,24.8957277642493,57
8,5,0,1,0.0179183562870711,19.5299318901345,55
8,5,1,0,0.0541598677475584,20.7890219049163,55
8,5,1,1,0.000506528584738326,23.9157262210826,60
9,1,0,0,0.0408970091811844,15.4533580326156,58
9,1,0,1,0.0815001243163762,13.9716452439922,59
9,1,1,0,0.000275173347649237,16.7736276099149,58
9,1,1,1,0.0245760208607928,16.0020688712674,59
9,5,0,0,0.000818436481507383,13.1454950311786,57
9,5,0,1,0.0376941391326332,15.0717425964461,60
9,5,1,0,0.0269642511162288,14.1972121913069,57
9,5,1,1,0.000471197033725861,14.3074382708545,59
11,1,0,0,6.68482862297599e-05,16.4687556658338,59
11,1,0,1,3.20965491004861e-05,15.9413981453709,60
11,1,1,0,1.54672729989584e-05,16.9212570123695,60
11,1,1,1,0.000206484751478962,17.4571949810087,60
11,5,0,0,3.16728159935886e-05,11.9838258629677,59
11,5,0,1,0.000357086455504713,13.858774763379,55
11,5,1,0,0.000533190356474566,11.5692476422237,54
11,5,1,1,0.000127453622646342,11.5662555641981,60
12,1,0,0,0.176166365794008,16.2066105683286,53
12,1,0,1,0.214792423698798,18.7519713630551,59
12,1,1,0,0.00346557263879277,31.0941323031041,57
12,1,1,1,0.12620224105429,20.1800720987944,58
12,5,0,0,0.0316981850406529,19.9451057524775,58
12,5,0,1,1.11187808832305e-05,18.623939717891,60
12,5,1,0,0.0314397516461606,18.7792106749344,56
12,5,1,1,0.0826392451939518,16.0546039751803,58
13,1,0,0,0.0974704384732637,21.4677949430934,57
13,1,0,1,0.0979182711543543,26.9839835269642,54
13,1,1,0,0.0500980313851902,20.9766623889485,56
13,1,1,1,0.165134014767831,20.5924619605288,55
13,5,0,0,0.000244460236851209,15.4902029745958,59
13,5,0,1,8.43687852452746e-05,15.5949529707658,55
13,5,1,0,0.000682664719162155,15.934852444138,57
13,5,1,1,0.0272464193810926,17.7540597886444,57
14,1,0,0,0.0602922186006811,20.4996086461014,57
14,1,0,1,0.00142449430968611,28.8243600129167,59
14,1,1,0,0.0578167994592082,19.1681432564407,57
14,1,1,1,0.000555452756137296,23.8133725470156,57
14,5,0,0,8.84271191568756e-05,20.5952209357037,55
14,5,0,1,0.00100922403745826,23.2654935076757,58
14,5,1,0,0.0466432250386628,18.3923902434224,57
14,5,1,1,0.000293990565022271,19.0872704232057,56
15,1,0,0,0.0219499311998147,13.3271059984511,57
15,1,0,1,0.00159064600407853,16.4952838217815,57
15,1,1,0,0.000252185527691202,12.4484698191906,57
15,1,1,1,0.000243285826477285,17.3904673732539,60
15,5,0,0,0.000221250338206444,13.6996480316451,58
15,5,0,1,0.000959185999089932,14.2896005728784,57
15,5,1,0,0.000282720432953723,13.2755003042714,57
15,5,1,1,6.83007758778427e-05,14.3518261512446,57
16,1,0,0,0.000450439080760722,13.9234651257686,57
16,1,0,1,0.000430492609143114,13.592024549486,59
16,1,1,0,0.000438980856225063,15.6698619023778,55
16,1,1,1,0.000457133886498509,14.7962319641949,58
16,5,0,0,0.000377996908714241,11.7366896269963,58
16,5,0,1,0.000331021930187877,9.77166949865893,57
16,5,1,0,0.000467156613400047,10.7060770793382,57
16,5,1,1,0.000160057375454542,11.4504846562131,59
17,1,0,0,0.106810475711329,26.8841446521815,60
17,1,0,1,0.122149179556879,26.2058713025384,57
17,1,1,0,0.00150880778993902,19.8157041162038,59
17,1,1,1,0.045913647586292,24.1385278921411,60
17,5,0,0,0.000142250533445309,25.504696180264,58
17,5,0,1,0.036331980122447,20.0404239568439,56
17,5,1,0,0.000142065852844879,24.5922496412439,56
17,5,1,1,0.0270958189321104,22.6011198403283,55
18,1,0,0,0.0419192738352439,25.0294043511817,58
18,1,0,1,0.000439022289124871,26.6502010298828,58
18,1,1,0,0.000103315943332662,30.4427248532813,57
18,1,1,1,0.00267093871660909,32.8431744587273,59
18,5,0,0,0.000197271660537709,19.6889329388489,55
18,5,0,1,0.0710043324550293,14.7035641109822,56
18,5,1,0,0.000603344494151028,17.7474825820156,57
18,5,1,1,0.000333801722790097,20.1610909349495,58
19,1,0,0,0.0383830541915523,20.4521579004463,57
19,1,0,1,0.0288083808543145,19.006506280411,60
19,1,1,0,0.0233808923196432,17.0236887674789,58
19,1,1,1,0.0262269116818299,24.2032588949177,59
19,5,0,0,0.000448060533939646,14.447344855036,56
19,5,0,1,4.2537125898516e-05,16.3589213619997,57
19,5,1,0,0.00123808949317148,17.0241755442244,57
19,5,1,1,0.000191225338469474,19.6525095180882,57
20,1,0,0,0.115484405323256,23.6764845962487,57
20,1,0,1,0.170307476541819,17.0995856997024,60
20,1,1,0,0.184897076686868,16.9985823618281,57
20,1,1,1,0.149205696060679,19.9480736656205,59
20,5,0,0,0.00116083444941386,14.2249453951778,57
20,5,0,1,0.000279673686901644,18.1216643326154,57
20,5,1,0,0.0289650169886797,15.9808692002054,56
20,5,1,1,0.000860042944693436,19.68421321537,56
21,1,0,0,0.00123343269502736,25.597295046966,57
21,1,0,1,0.0698583057002071,15.9007700536494,59
21,1,1,0,0.059221363833527,17.546954802315,57
21,1,1,1,0.027143387902371,24.0589930826675,57
21,5,0,0,0.000125443848749141,12.1099723302793,57
21,5,0,1,0.000129133807701381,14.5821205442322,56
21,5,1,0,0.000467416301948549,10.7851730740385,56
21,5,1,1,0.000126415585915811,15.4773513130408,59
22,1,0,0,0.238689576672477,33.678783277871,59
22,1,0,1,0.319206190661824,24.3156676786312,60
22,1,1,0,0.252406817034378,27.2671644695687,56
22,1,1,1,0.12561210622026,31.574172521674,60
22,5,0,0,0.0547368753055656,23.5914661796706,57
22,5,0,1,0.0349570108957727,27.750478715425,55
22,5,1,0,0.064479508146978,25.6154444412493,56
22,5,1,1,0.0631988473885702,31.307339643815,55
23,1,0,0,0.0368427412447255,19.7624695955325,58
23,1,0,1,0.115238247306724,17.6612367797946,60
23,1,1,0,0.109314871117036,16.4311188437347,60
23,1,1,1,0.130752718001141,24.088500610569,59
23,5,0,0,0.000321483329219073,13.0332646916676,55
23,5,0,1,0.0217453636804654,11.1149931820638,56
23,5,1,0,0.00021449956590678,13.6320406862089,56
23,5,1,1,8.59947625509241e-06,17.5587230357564,55
24,1,0,0,0.131463076203498,15.4056659561171,60
24,1,0,1,0.148334348372434,19.7913602153334,59
24,1,1,0,0.0978583884320463,14.6065673034354,54
24,1,1,1,0.000363015224828442,19.5329078565487,58
24,5,0,0,0.000224786975059134,12.5823206958599,56
24,5,0,1,0.000358126648966501,12.1261942578469,58
24,5,1,0,0.000216957849418377,12.0697031973601,55
24,5,1,1,1.14037225356026e-05,10.8794010498905,55
25,1,0,0,0.187267356479296,22.0661000728001,60
25,1,0,1,0.355733347104433,20.1026567628014,59
25,1,1,0,0.148459471431953,16.9081760367231,57
25,1,1,1,0.187788102944367,20.7233974651962,58
25,5,0,0,7.36273578102256e-05,19.6315753466656,54
25,5,0,1,0.000534929348678502,17.1349248718669,54
25,5,1,0,0.000574547522993702,23.8677718201962,59
25,5,1,1,0.0015961597774713,20.8744699318323,59
26,1,0,0,0.210702487557012,20.3229696251428,59
26,1,0,1,0.239448127354733,20.3196488800893,57
26,1,1,0,0.194337412648552,24.0012445379224,57
26,1,1,1,0.153338277878467,17.9832437091298,57
26,5,0,0,0.0208011301003496,16.6731252341046,55
26,5,0,1,0.0278242498772487,17.4587108709642,54
26,5,1,0,0.000663919420316742,20.2037976139717,58
26,5,1,1,0.000925267140022544,18.7302183036114,59
