subject,repetition,g,SD,nTrials
12,5,0.0380127828679017,18.3916098613311,232
12,6,0.0202866883254181,19.1909843993185,228
13,1,0.108909508122304,22.0206741280802,222
13,2,0.0332227937731698,18.3947563670435,229
13,3,2.14908450113091e-05,16.8466108443329,232
13,4,0.000299746335597391,17.0305769673403,232
13,5,0.00619653537244604,16.0405255817054,228
13,6,3.57296026502318e-06,16.3761100726461,223
14,1,0.0291550577611718,23.3440635134008,230
14,2,0.0148650052947668,22.3050463810082,228
14,3,0.0122281275810535,20.124380548656,232
14,4,0.0158235864139081,20.9411811997983,223
14,5,0.00979463780213603,20.5710191715445,226
14,6,3.10321174785627e-05,19.837682014669,229
15,1,0.00609999879424371,15.0714464212928,231
15,2,0.0146760550882949,12.1633515516011,230
15,3,0.0135089714193404,12.2868658098471,226
15,4,0.0145418647107833,12.1803412154464,224
15,5,6.86232248938738e-05,13.984912658174,229
15,6,0.00795122472064828,13.2548462372368,227
16,1,5.45611778058016e-05,14.5326015980853,229
16,2,9.35433693438114e-05,12.223125685565,225
16,3,0.000161551527999881,11.7109628900621,224
16,4,0.000143523727850833,12.3849297982507,231
16,5,6.73419130579156e-05,10.8710523258825,231
16,6,6.36319429214247e-05,10.8266647570389,227
17,1,0.075931636316534,23.7416787493667,236
17,2,0.0244547878288775,22.5520851852833,225
17,3,0.00241042869957827,23.24633404557,231
17,4,0.0243000998800539,21.7374139131593,224
17,5,0.0178180775084386,23.0728013063349,225
17,6,0.00776594659494134,22.0334240165494,226
18,1,0.019854566414595,28.3688462969673,232
18,2,0.0431904160704725,20.157950376949,237
18,3,0.000119107834402089,20.660136616625,229
18,4,0.00828465010136796,17.3577829884152,223
18,5,0.0124263717667605,18.5309344107679,226
18,6,0.0135764548844549,17.0956585008891,221
19,1,0.0281151601075343,20.3484750727575,234
19,2,0.000202471526056416,19.3980403074698,229
19,3,5.14096680916022e-05,17.7796289324978,229
19,4,0.000171743863529214,18.2101403131969,225
19,5,0.000145283482930178,17.131721233631,227
19,6,8.41919565739105e-05,15.7755361652876,224
20,1,0.172275366961607,18.2997833101977,233
20,2,0.0160249462896926,17.5790749038105,228
20,3,0.000240390331755138,16.0899449854279,227
20,4,0.0158492288661611,16.4258627707413,225
20,5,0.00837723281578753,17.1013097995492,226
20,6,0.0127041950136697,16.1472087362468,229
21,1,0.0281888854302556,22.0972082027718,230
21,2,0.0126218571116647,16.1847548869838,233
21,3,0.0123626256485254,14.5075397829932,228
21,4,0.00763984406131865,13.9022904595628,226
21,5,6.82253076763814e-05,13.4426881167139,228
21,6,0.000432170690834003,13.6122060673455,222
22,1,0.245934344018361,28.432821543707,235
22,2,0.04754376096948,32.7822452264261,226
22,3,0.0483195671157868,27.0049720973111,226
22,4,0.0134828991914086,27.9971480904629,226
22,5,0.0572163781845838,26.9424285468058,223
22,6,0.00751608763156954,27.332039939096,230
23,1,0.106983214060334,18.9597692945132,237
23,2,0.0390719071451103,16.0068399710121,232
23,3,0.00809620355460438,16.7296725665321,229
23,4,0.0220890669287062,14.4589405670678,226
23,5,0.000158468391964517,14.2642062807169,222
23,6,0.0131943906585905,14.6056366534157,222
24,1,0.106741162422367,16.5623750109314,231
24,2,0.0154768660575759,13.4012688083843,230
24,3,3.42736622610646e-05,12.6380437567224,229
24,4,0.0113908730290856,11.7523649979082,226
24,5,1.76000489521223e-05,11.9424308243597,224
24,6,0.00136380499825101,11.899581421941,226
25,1,0.220466642465497,20.0341583539523,234
25,2,0.0377634010544005,19.5764515242812,231
25,3,0.0109687796102995,19.5306340561153,229
25,4,0.00999491975044843,20.0093443297338,226
25,5,0.000332479731001514,20.5786659784897,226
25,6,0.0144702991624589,19.337206633652,222
26,1,0.199750814599548,20.6593062293161,230
26,2,0.0524887888191426,19.0697959909862,233
26,3,6.07230905574681e-05,20.7126375151285,231
26,4,0.029312349009126,19.3100912166618,224
26,5,0.00837837658550479,18.545944327952,226
26,6,0.0269646102080966,17.0869008811223,223
