subject,repetition,context,interference,g,swap,SD,nTrials
41,5,1,1,0.00395410283532089,0.00432783578138955,37.1398847976852,21
42,1,0,0,0.17063092121343,0.00219322642292611,22.0922578156988,30
42,1,1,0,0.086706863421159,0.00053788081804286,27.7630365409163,28
42,1,1,1,0.404299927713849,0.000712411122938596,32.3267637947013,29
42,5,0,0,0.00581958248941852,0.00174731391131089,27.1445298468248,29
42,5,0,1,0.147028468294405,0.00215344593711508,24.9589340372857,25
42,5,1,0,0.00443852074295736,0.0055294677319211,30.2826628900209,29
42,5,1,1,0.487903621371466,0.00302941222555579,11.0467882412652,26
43,1,0,0,0.0990501901543716,0.000230491611426596,17.0847105718103,29
43,1,1,0,0.0372775522353061,0.00221859003261121,20.9019372216261,29
43,1,1,1,0.339116765935166,0.00491200810193461,61.6577969163036,28
43,5,0,0,0.083593068685377,0.000266767901936617,15.7817101971051,29
43,5,0,1,0.0637269712594016,0.00339499119897006,20.0112268857004,27
43,5,1,0,0.00334703388294352,0.00321266707134579,19.9660947495991,29
43,5,1,1,0.171690909883642,0.000927987251789582,16.5206486366278,29
44,1,0,0,0.00538435211283582,0.00381362099375299,23.604355715074,30
44,1,0,1,0.352297689590511,0.000132049127845726,25.5500062313913,27
44,1,1,0,0.00339836550944323,0.000995403481803829,15.060830591977,30
44,1,1,1,0.359349636568246,0.000604047437939263,27.4958995379942,23
44,5,0,0,0.000149490615111755,0.00189730411574153,13.3856534171317,30
44,5,0,1,0.00548050173138993,0.00117475142757633,15.7668995516598,26
44,5,1,0,0.000849362313586076,0.00387821553202178,15.8473488636044,28
44,5,1,1,0.000392619211982796,0.00247077859086337,21.5088338413329,26
45,1,0,0,0.0905080775637141,7.41140372438145e-05,20.4345915224902,30
45,1,1,0,0.00372960464147714,0.00545427506059115,30.7814587115878,30
45,5,0,0,0.00440458231142151,0.00406056632123816,18.4774663506251,28
45,5,0,1,0.158026600800784,0.00160912682341985,19.9032048595926,27
45,5,1,0,0.146935086330301,0.00230888765676167,12.780601206818,27
45,5,1,1,0.000632171030036363,0.00423464796367889,28.5122337188612,30
46,1,0,0,0.552203906440417,8.14612066300782e-05,21.335723591344,25
46,1,0,1,0.610966451355617,0.00234192015774092,51.4175849742105,29
46,1,1,0,0.573428909787731,0.00242953345232804,33.5738309602311,28
46,5,0,0,0.167818251013692,0.00198805498508086,26.8231289304556,29
46,5,0,1,0.144698636109406,9.90075635667192e-05,17.4085992295154,29
46,5,1,0,0.10780498116793,0.00285051228508852,24.8654884354331,28
47,1,0,0,0.0056711468594544,0.00754577275632076,50.0904680136193,28
47,1,1,0,0.15590101052174,0.00204907568702098,27.9688397177735,28
47,1,1,1,0.983308044504042,0.00095433584469838,28.1952769480827,28
47,5,0,0,0.266654253662888,0.00172163144818247,27.7438172919462,28
47,5,0,1,0.0803264420513481,0.00392405359635154,78.2864481332432,27
47,5,1,0,0.00107622106618814,0.000389533708254092,23.7401986425446,29
47,5,1,1,0.547324960665625,0.00292958395722059,21.2156758112963,29
48,1,0,0,0.112258914668659,0.00175939853569658,17.3892017270217,30
48,1,0,1,0.341824596760449,0.339105464130936,5452603525.25219,30
48,1,1,0,0.092001221268283,0.000558495319298022,11.3668042774728,30
48,1,1,1,0.235821378149567,0.0410970415175838,438560.340143285,30
48,5,0,0,0.00204200592262294,0.000130433981515313,14.6399442289334,24
48,5,0,1,0.151929811097916,0.00236371116666185,17.7031866712167,29
48,5,1,0,0.00464731788927061,0.00123614353183953,19.6628197031052,28
48,5,1,1,0.204071312374335,0.00297718870607313,21.7902412388312,26
49,1,0,0,0.200785857432711,0.00202125391357937,22.4463528711687,29
49,1,0,1,0.431449093640878,0.000704366486397805,26.9689620916678,28
49,1,1,0,0.0741520459657932,0.00130076459731266,23.3256755256419,28
49,1,1,1,0.577669616036851,0.00273453137092404,11.2479749083898,29
49,5,0,0,0.0041018798836825,0.0119802310383544,26.5502450420344,28
49,5,0,1,0.2225055749159,0.00114468591475644,18.4516795225497,28
49,5,1,0,0.127509293416208,0.00198717528557904,18.4802444304658,30
49,5,1,1,0.369231548539707,0.000940398055039138,18.864043151229,28
50,1,0,0,0.00386458611299054,0.00318195343224158,22.1948769675443,28
50,1,0,1,0.799192670846274,0.0187307575508068,2.31222256127102,26
50,1,1,0,0.00282869540063696,0.00458429199102184,30.5543903828418,30
50,1,1,1,0.785744292839994,0.0811863354829842,1558969.97847681,26
50,5,0,0,0.00153229350892648,0.000838874798801989,12.8674521906315,29
50,5,0,1,0.14105750021923,3.8814660544978e-06,17.9691404740682,29
50,5,1,0,6.5799795078484e-05,0.00570146828718537,19.8391460610394,27
50,5,1,1,0.00395266529251271,0.00658387893878443,16.0372494910965,28
51,1,0,0,0.000946806819001873,0.00323756496226294,27.0170565534129,30
51,1,0,1,0.386514670605992,0.000624092420734697,24.6755492361705,29
51,1,1,0,0.0470739089164229,0.00105334473573475,27.7566703355122,30
51,1,1,1,0.285397845750784,0.00237015058361137,33.6847549692384,30
51,5,0,0,0.0112558475295647,0.000405634072007334,16.8868331287236,28
51,5,0,1,0.00840731024722385,0.00119020475299261,20.1522147120086,25
51,5,1,0,0.00513092975126831,0.000327953109827098,21.4298068004103,27
51,5,1,1,0.0957801535628071,0.00345708574915549,21.7588007198281,25
52,1,0,0,0.00188101695433493,0.00169230488560523,23.9812905674338,28
52,1,0,1,0.351828925859442,0.00308891136189235,36.2467859973214,29
52,1,1,0,0.0193586408114834,0.000155455696996171,23.7232486290503,28
52,5,0,0,0.0557050732662039,0.000250617212646011,12.8115287804006,29
52,5,0,1,0.149371339045763,0.000316870534379122,17.1715423600383,25
52,5,1,0,0.000579426112508387,0.000246466625482136,12.6321113118516,29
52,5,1,1,0.150758398159677,0.00230519554200367,19.2914536968131,27
