subject,repetition,context,interference,g,SD,nTrials
50,1,1,1,0.061717320317833,86.3538516983262,26
50,5,0,0,4.63438716167067e-06,12.5698385050175,29
50,5,0,1,0.140727549578311,17.297445640659,29
50,5,1,0,0.00221722189558424,20.0779493163244,27
50,5,1,1,0.000171555116207167,16.2147502929619,28
51,1,0,0,0.00144605066226931,27.3815393677803,30
51,1,0,1,0.363685247143226,25.0938865137565,29
51,1,1,0,0.0508176800263178,26.1289274361323,30
51,1,1,1,0.279986031325366,32.3555816858601,30
51,5,0,0,0.000370127367171529,15.9947189503266,28
51,5,0,1,0.000163352102679266,20.7821425855552,25
51,5,1,0,5.91724156639682e-05,23.2301289094925,27
51,5,1,1,0.0684161881686595,21.4549162493661,25
52,1,0,0,0.000257467688657583,22.8045839920138,28
52,1,0,1,0.385747252411285,34.0015487041097,29
52,1,1,0,0.00041966235038754,23.9367063796811,28
52,1,1,1,0.795927147917644,11.4811634953982,30
52,5,0,0,0.068819405579371,11.5737251190672,29
52,5,0,1,0.155874850396015,15.9765427077643,25
52,5,1,0,0.000515822488905082,13.4522285294997,29
52,5,1,1,0.159186915492384,19.1003787414289,27
