subject,repetition,g,SD,nTrials
14,4,0.0662435031413074,22.4338545670134,99
14,5,0.336058003254636,24.0198813523432,91
14,6,0.0851982350353395,22.6985421905398,99
15,1,0.361322874157472,22.4161550288182,92
15,2,0.000375972559334928,21.8134484265526,94
15,3,0.073727942986329,17.6073727583427,91
15,4,0.0526235953902484,17.4807938794677,93
15,5,0.0677807413588535,21.2755860515534,93
15,6,0.065490970419357,20.3860987463396,94
16,1,0.442902866729086,22.5231625064185,106
16,2,0.00100485291006175,23.809912160896,107
16,3,0.0674706561252709,22.7147921918534,101
16,4,0.000198738458699051,21.8740011470515,106
16,5,0.116061887064233,21.2320092514467,99
16,6,0.0394827144315971,20.4933275579125,102
17,1,0.332203719039522,26.7061884190924,97
17,2,6.34402560160674e-05,19.7845193747205,103
17,3,0.0129782416132662,16.6626966178876,99
17,4,4.57414299817149e-06,19.035314506366,102
17,5,2.25937663415185e-05,17.5633176001661,100
17,6,1.49842301548756e-05,15.4728130582325,97
18,1,0.393479246624882,18.1139550086063,89
18,2,0.00290761404748313,23.4057118846648,103
18,3,0.000608824543302957,18.1050408810237,100
18,4,0.000335750341846073,16.8511634097505,102
18,5,0.00029716911036445,16.1157495793971,101
18,6,0.000116802462190092,15.9150939270252,103
19,1,0.21826635063891,25.0063150561542,94
19,2,0.0618391249084897,24.6248536326236,91
19,3,0.125247933249949,16.9126370785109,86
19,4,0.116048462977723,21.7428593032926,89
19,5,0.221539122436721,15.6687285138221,86
19,6,0.0596449377606375,20.3373630439211,89
20,1,0.412765367841643,23.901759471304,103
20,2,0.064253894212081,18.220041734885,105
20,3,4.51712275298949e-05,15.4310660907678,101
20,4,0.000313719018705179,14.8080907940303,100
20,5,0.0138190502390356,13.5406048977264,98
20,6,0.000306827347029691,12.9109069245158,102
21,1,0.237435133940194,20.060788394002,100
21,2,0.0186676664637655,17.065372686247,103
21,3,4.01043400685666e-05,13.9903386131431,104
21,4,0.000186701561749291,13.7669438487368,104
21,5,0.0146887223079733,12.7340511289386,96
21,6,0.0116702482837769,11.1634665867183,102
22,1,0.347268975991544,23.0237251012887,95
22,2,0.0251200569102233,20.6020243214784,95
22,3,0.0484530564229413,15.6044409079198,94
22,4,0.0138318154396815,14.3226450741627,94
22,5,0.0434849460743865,19.3664043215644,93
22,6,0.000210022356775704,15.7489801365696,92
23,1,0.403258697255638,23.6035907078982,95
23,2,0.0733162602365288,21.4957918338372,96
23,3,0.0282844811076119,28.3499753128529,94
23,4,0.00014678405441393,25.3176908067616,99
23,5,0.0636659942316094,20.6308050388924,93
23,6,0.0442190505807108,22.8004377056236,98
24,1,0.462227064306406,18.7308532815384,96
24,2,0.000837308852618504,29.8574259308169,92
24,3,0.0187041905837647,23.3412441974957,94
24,4,0.0944612627281366,21.5775447568874,95
24,5,0.223577727081014,22.689987682218,90
24,6,0.126783044854993,22.1846677205261,90
25,1,0.345433486699157,22.9892497155325,93
25,2,0.0385029062532753,17.2161599963877,95
25,3,0.020567390168763,14.6142109429376,95
25,4,0.0146785767289807,15.8142885065887,96
25,5,0.0136241665319214,16.980062286123,92
25,6,0.0294076838549585,13.1375311457065,93
26,1,0.35050305796688,33.7191477237071,91
26,2,0.0543515923232748,21.8210424684132,93
26,3,0.0662393431310316,23.65848880986,91
26,4,0.000369895112162774,25.2225500082745,87
26,5,0.101219402613692,20.3703982133596,89
26,6,0.0721936808159359,22.5272058464968,90
27,1,0.253767422064797,22.7702012985178,105
27,2,0.0156052369057814,16.7512468818904,109
27,3,0.072692626737898,18.5413237022668,105
27,4,0.0379689587305491,15.6772101468652,103
27,5,0.0294466042531577,18.9741180278166,100
27,6,0.00019770292634612,17.2966514246117,105
28,1,0.14691360145047,23.7679469624794,94
28,2,0.00059758385344017,16.7046520410632,97
28,3,0.0187826524930989,11.7146814818599,98
28,4,7.24511472051494e-05,10.5759922915002,96
28,5,0.0135247496319545,11.7248756794486,95
28,6,0.0149476090246749,9.94188395629951,94
29,1,0.420791345303421,36.38618433501,115
29,2,0.0884402876658129,22.5800103188875,116
29,3,0.000586914161948051,25.5889977041242,113
29,4,0.0741746036886354,25.1342959830369,116
29,5,0.0572753569842042,20.8175982523394,111
29,6,0.0647549284067374,23.5416868149156,113
30,1,0.355478865612342,40.0293848484007,119
30,2,0.051597234111888,25.2690655817955,117
30,3,0.000661703931906347,25.3401645685748,114
30,4,0.00111170873061684,21.4914683574132,112
30,5,0.0920807113355629,24.0571072026288,109
30,6,0.0410541803704049,22.2711659049441,113
31,1,0.405680856571978,16.569568292274,117
31,2,0.000265110966647435,18.2756634349271,117
31,3,4.40991830468716e-05,14.2441428529768,117
31,4,0.000269812960333194,12.7632244133915,112
31,5,0.0165441093651459,14.8391581599214,107
31,6,0.0122963506530257,12.8096548603175,113
32,1,0.4262290260419,18.4325113494022,116
32,2,0.023294674063638,17.6414982710751,115
32,3,0.025813216924792,18.0525209649075,114
32,4,0.000241385071968638,16.5654098268663,113
32,5,0.0357970487035577,15.3275525385721,115
32,6,0.0107474246618746,13.8100446800484,110
33,1,0.422791465154614,24.3867025508633,113
33,2,0.0598867762335274,23.3502107158577,120
33,3,0.0447430655294561,18.0512464399812,117
33,4,3.00067582508457e-05,16.7848211683383,115
33,5,0.061446298498558,14.9899969759101,108
33,6,0.000208423591445161,14.6846034638652,111
34,1,0.564707504802861,42.3897671915341,116
34,2,0.061136039237928,20.9657788553298,117
34,3,0.0443816170313708,20.4894963604406,114
34,4,0.0719705741906236,21.3335770752227,113
34,5,0.0921259939721273,21.9369340051776,110
34,6,0.0308561418077578,22.8454214352182,113
35,1,0.288853541422158,18.5349639295437,111
35,2,0.0195586671325161,19.977773758201,118
35,3,0.0268979226404604,17.6063548432982,117
35,4,0.0269185167474739,17.4135023955007,116
35,5,0.0439799020907924,24.3140921342013,110
35,6,0.000356895052930775,18.1459910790022,112
36,1,0.421106826884979,23.7641737367217,118
36,2,0.000219656253239164,23.1845355386481,117
36,3,0.0143363694292471,17.815200438262,110
36,4,0.00767871476076743,17.8047099984069,114
36,5,0.051599890081728,18.9631891500914,110
36,6,0.0108278348057475,14.8889943872944,115
37,1,0.419874416589102,18.6100309107126,119
37,2,0.00081242822178202,22.1836053646315,113
37,3,0.0452300122685142,23.7436815461345,113
37,4,0.0597791487400445,20.0222129919164,114
37,5,0.0556440017659041,21.8368861081754,112
37,6,7.16615080544923e-05,19.8539210697281,112
38,1,0.504888285706512,20.4466735819634,112
38,2,0.130387610182088,19.4021314876671,117
38,3,0.03974533692367,19.580846732126,115
38,4,0.0545687261091021,20.4432219874969,115
38,5,0.027039517356384,17.1664963207564,109
38,6,0.0906870819771988,14.7445127790386,116
39,1,0.516226984799216,24.706335324704,114
39,2,0.0475500638052269,20.9421826177665,118
39,3,0.111485769084408,16.4278605740643,117
39,4,0.104816936428861,18.8303141938585,110
39,5,0.10092454650098,18.7894649083994,112
39,6,0.0774380460757335,16.5360050704876,113
40,1,0.477515294949742,21.6995587879035,111
40,2,0.0586982402522299,20.5530446158782,115
40,3,0.0111290647714153,23.0865465105108,115
40,4,0.0271434232626574,21.6156795193581,116
40,5,0.0215009136648007,23.383707320455,110
40,6,0.0126197638057283,20.415782588512,117
41,1,0.449376278381195,30.7489824721299,116
41,2,0.0566162945771782,29.7312519141575,117
41,3,0.0719833944479845,22.4013745746052,117
41,4,0.0218623726347362,22.4043505628469,117
41,5,0.0568350811557755,24.1973907150998,102
41,6,0.0386775940208041,20.0573428013409,114
42,1,0.315222044117379,28.7216997586451,115
42,2,0.000916314258155727,28.3681346299726,117
42,3,0.0486376721183831,28.4163900390576,114
42,4,0.0465090653978248,23.1368454554591,114
42,5,0.114221531803463,28.2418351179452,109
42,6,0.0197107266811288,22.2545752648642,115
43,1,0.386225941275827,20.4524658579979,114
43,2,0.0772240631145164,17.2498729005273,116
43,3,0.120884761923553,16.014291261201,115
43,4,0.105981631504066,15.4269108564198,111
43,5,0.0893772402709171,17.2066244065533,114
43,6,0.034141171511358,17.1572322908885,114
44,1,0.175488304019858,20.8445149886111,110
44,2,0.0339206649403912,18.9401097702769,119
44,3,0.000116698905111508,14.8450122972415,115
44,4,0.0345844621457062,14.0080635424479,114
44,5,4.44582104768514e-05,16.3412419173625,110
44,6,0.0206550479146756,14.076183914908,115
45,1,0.460818061776825,21.5306502503796,116
45,2,0.100129008059922,17.5819563995822,114
45,3,0.0469983553804406,20.1964556378158,115
45,4,0.074320388863984,20.7393294781285,113
45,5,0.0756203070446457,20.4539208727947,112
45,6,3.61717270839874e-05,21.0446272181942,114
46,1,0.677502624002178,26.8252941354985,111
46,2,0.267969525670807,27.1571724829737,108
46,3,0.411124489632551,19.1371381633147,107
46,4,0.253632669260992,19.839924441033,107
46,5,0.245183833248297,22.4292087664304,110
46,6,0.165828770107349,26.2364140404712,105
47,1,0.411751496448683,51.5081784475927,114
47,2,0.170353973793545,29.1936824211525,116
47,3,0.178340200991375,23.1549647301943,114
47,4,0.165572004886939,22.9057343918732,115
47,5,0.375775658633075,23.7674058590425,113
47,6,0.16239235467162,25.686437867134,112
48,1,0.488903384125395,16.0650864685642,120
48,2,0.140676355979259,15.5024681563025,115
48,3,0.0508524596446991,14.8679622193964,115
48,4,0.0256211454772848,15.4850403304769,111
48,5,0.104299650733078,18.3500677689565,107
48,6,0.0213250626824499,16.5226415548969,116
49,1,0.297299880143723,24.6446256486351,114
49,2,0.104740775787805,23.4479252105917,111
49,3,0.0327688015599379,20.8663801778788,116
49,4,0.0512254413360588,19.7950139130921,113
49,5,0.195635334621738,19.6017220406768,114
49,6,0.0573135085624187,24.0684740087201,116
50,1,0.344818208598104,22.7367721761119,110
50,2,0.0750030695203412,19.5471246439045,114
50,3,0.000432982485892631,21.7406110296051,119
50,4,0.00010429673021547,20.7791478262069,114
50,5,0.0433640283088249,16.3085581197677,113
50,6,0.0254235389771492,15.8326731261557,113
51,1,0.164313852366785,28.4140903461902,119
51,2,0.00011937711042417,24.8350511248358,118
51,3,0.00042498822462082,21.3640986389079,114
51,4,0.0257073953778809,20.6302335944466,114
51,5,0.0150841959546514,20.2126102105192,105
51,6,0.0089948692803011,20.0234167972771,114
52,1,0.336401943211848,22.8672448214226,115
52,2,0.0122024467858965,17.1245460871923,111
52,3,4.98138413028721e-05,15.9126378065629,116
52,4,0.01401325395802,15.3387340023165,117
52,5,0.088489778592004,15.1253325076437,110
52,6,0.0111763255702853,14.4122057449906,115
