subject,repetition,context,interference,g,SD,nTrials
12,1,1,1,0.172262567943333,16.7213434115882,28
12,5,0,0,0.000559084120273112,11.8768653972627,29
12,5,0,1,0.050204868172255,13.9259011374523,26
12,5,1,0,0.000679006517087811,12.2157024167043,30
12,5,1,1,0.000756485685160499,15.4777947185397,29
13,1,0,0,0.000268081627662812,20.3822257518689,31
13,1,0,1,0.274603863631995,13.7119479537046,30
13,1,1,0,0.0677637988518638,17.1930800983772,27
13,1,1,1,0.149248260233913,20.8260526992465,29
13,5,0,0,0.000403755771490828,14.9426298609485,27
13,5,0,1,0.0802657953677821,9.86550832366865,26
13,5,1,0,0.000936124664462286,21.7152296949064,30
13,5,1,1,0.00178306438372454,19.411502400917,30
15,1,0,0,0.000128179858073632,22.1152777199276,30
15,1,0,1,0.0398458871603298,39.2383804686766,26
15,1,1,0,0.0449650645883929,14.5152477783034,29
15,1,1,1,0.186527388164272,23.2131144635075,30
15,5,0,0,0.000308276479157233,14.8602089278684,26
15,5,0,1,0.00104424785849495,16.8620793058863,34
15,5,1,0,0.000808021377178379,12.338585900872,27
15,5,1,1,0.0720242569856357,16.756342883968,27
16,1,0,0,0.00125691529444419,11.5109393660001,29
16,1,0,1,0.0010996707470527,35.9303708911478,30
16,1,1,0,0.00339771789555431,18.7901113389836,28
16,1,1,1,0.261667673366329,8.04134060728385,26
16,5,0,0,0.0717401582071673,16.1439390163095,28
16,5,0,1,0.000718826283088241,17.0681850683754,27
16,5,1,0,0.00090957031961777,11.6026185144751,32
16,5,1,1,0.00125371632785505,11.8069763070183,30
17,1,0,0,0.0024308660043871,10.7762725928929,30
17,1,0,1,0.0577340282590478,21.9259983702576,26
17,1,1,0,0.0423115038278153,10.8213156983048,31
17,1,1,1,0.000318737245876791,16.7134160007069,25
17,5,0,0,0.00149631136038259,9.63393382679292,29
17,5,0,1,0.00109761924871625,8.26513721920188,29
17,5,1,0,0.00103139387394157,8.66467394938071,26
17,5,1,1,0.00040750561499775,13.4810797804513,30
18,1,0,0,8.520031118136e-05,17.3686646299972,30
18,1,0,1,0.00258984040324633,36.3229577639965,28
18,1,1,0,0.042026263627082,11.8641268817571,29
18,1,1,1,0.194928846550079,28.178834189358,27
18,5,0,0,0.000811901077800374,14.3248270159436,27
18,5,0,1,0.00234659612527961,21.7968025811846,30
18,5,1,0,5.2524767293366e-05,12.474104712616,30
18,5,1,1,0.000541326418239382,23.1085117164506,29
19,1,0,0,0.0647299908799877,16.8813959704597,25
19,1,0,1,0.155461728801296,21.9452107959784,31
19,1,1,0,0.0477628400114468,11.976466971652,26
19,1,1,1,0.268691330055751,17.0293199547958,26
19,5,0,0,0.0464931503749565,21.3785952736601,30
19,5,0,1,0.00355932295534515,30.1918671650042,24
19,5,1,0,0.0351507515574786,22.5441763608661,30
19,5,1,1,0.0460843614071387,14.721523224485,29
20,1,0,0,0.000805366350087393,19.8740809116767,30
20,1,0,1,0.23540727633583,15.9828590380382,33
20,1,1,0,0.052956654476725,19.6997112463688,25
20,1,1,1,0.0927282912510633,16.9022811232809,28
20,5,0,0,0.0334247658434784,15.3438359220576,29
20,5,0,1,0.00166940791599397,14.8493839183002,26
20,5,1,0,0.000420806311647683,14.2114586710043,35
20,5,1,1,0.000162207838204517,16.7806923546638,28
21,1,0,0,0.000497527633638729,21.69188423647,36
21,1,0,1,0.00114946563996267,28.3362589435716,22
21,1,1,0,0.000347570684727239,15.0873445610107,30
21,1,1,1,0.0554314111825903,19.0252679228257,27
21,5,0,0,0.00271089593219466,17.6011006046296,21
21,5,0,1,0.00020421324808504,10.3517376502456,35
21,5,1,0,0.00057012060648224,16.7233731741018,28
21,5,1,1,0.000282712999649021,13.0386721289439,28
22,1,0,0,0.262492934876673,12.2162547727693,27
22,1,0,1,0.201864052361338,21.7356959344182,25
22,1,1,0,0.0879847864099423,18.6308624637318,37
22,1,1,1,0.222956256260722,29.0168553547553,28
22,5,0,0,0.000170993589475379,13.6288406379169,30
22,5,0,1,0.166430276691905,13.9710906421274,33
22,5,1,0,0.000305905183918093,14.5005535134307,17
22,5,1,1,0.000780562884283872,20.8800356973097,31
23,1,0,0,0.055503102213207,15.7902520515749,34
23,1,0,1,0.000128356888415875,27.5755045624476,27
23,1,1,0,0.00128394429495432,22.2913527904237,25
23,1,1,1,0.0868654713399839,15.8485933084621,31
23,5,0,0,0.0011345436377703,12.1491456087674,22
23,5,0,1,0.00061060035330149,12.341663725414,31
23,5,1,0,0.00148723299855697,11.2948650727842,33
23,5,1,1,8.84763395315284e-05,14.8245474798873,28
24,1,0,0,0.000723920541826503,18.717853508844,31
24,1,0,1,0.241529731995757,24.290375265341,30
24,1,1,0,0.0490233589379036,19.0090870522079,30
24,1,1,1,0.257276093170324,22.9071097506711,28
24,5,0,0,0.000129268227271956,15.086014846331,28
24,5,0,1,0.000862675889105005,22.8022157905098,28
24,5,1,0,0.00112115532645761,14.4580558128215,26
24,5,1,1,8.53205084030504e-05,16.4943470792743,28
25,1,0,0,0.00285284344966382,17.2286439897334,24
25,1,0,1,0.0398493951401089,17.3438914421816,36
25,1,1,0,0.000805505160223813,12.5601638790465,21
25,1,1,1,0.0017611853156366,15.2083959690754,30
25,5,0,0,0.000886322826109899,9.31225236713289,31
25,5,0,1,0.000107841774403325,7.77436137461986,21
25,5,1,0,0.000102563253188771,9.1717070637215,29
25,5,1,1,0.0422402489997226,11.1113094136759,30
26,1,0,0,5.84477111549124e-05,13.7750324264892,24
26,1,0,1,0.0580077669929294,15.8871709148979,28
26,1,1,0,6.60865585357575e-05,11.1400440187913,34
26,1,1,1,0.095813809103531,18.6274705893433,27
26,5,0,0,0.000447530828631477,13.3531521495696,32
26,5,0,1,0.000724778619195302,13.3747395703052,29
26,5,1,0,3.86945776732379e-05,12.4540987170614,24
26,5,1,1,0.0013831141207697,12.3873488713105,24
27,1,0,0,0.0686816787075788,15.4809074978373,35
27,1,0,1,0.000665500105472994,15.0519299125413,31
27,1,1,0,0.147804792909873,13.3833343140981,26
27,1,1,1,0.059536132004948,14.9857170497816,23
27,5,0,0,0.00162933141640442,12.0280237975572,24
27,5,0,1,0.000371910837376914,14.4861125785489,25
27,5,1,0,0.00131313064542828,12.0359543341209,31
27,5,1,1,0.00111098518285068,11.7839552411593,34
28,1,0,0,0.075404484660993,19.2940358293755,31
28,1,0,1,0.000612584065704969,30.0460817653454,30
28,1,1,0,0.000135906794967045,12.3897361837147,27
28,1,1,1,0.141451966512839,19.9592612034309,29
28,5,0,0,0.0654932273834554,13.8869579953802,26
28,5,0,1,6.22566476392722e-05,14.9664869493145,26
28,5,1,0,0.000554808932982312,12.2169819590029,32
28,5,1,1,0.00183633429523526,15.0628020508681,31
29,1,0,0,0.00105098163635021,19.882502344047,28
29,1,0,1,0.00399732750684781,41.1102272910031,27
29,1,1,0,0.000168987282333144,18.8992246129893,31
29,1,1,1,0.0007702993696477,24.4365939339553,28
29,5,0,0,0.000742421061698429,24.4781119388371,30
29,5,0,1,0.000867916975518444,22.4820435808125,31
29,5,1,0,0.000563354514051516,16.0372376063702,26
29,5,1,1,0.00569302301726812,18.9409806575032,28
30,1,0,0,0.0485463247835293,20.4290376476969,31
30,1,0,1,0.622629269950401,21.2437092391319,24
30,1,1,0,0.000124661381074753,14.4173035223792,27
30,1,1,1,0.568221299880204,28.1787125533927,31
30,5,0,0,0.00294182581589859,21.4030792397224,27
30,5,0,1,0.000790763256493923,13.9415622813013,32
30,5,1,0,0.000180381814022135,17.8517139404296,28
30,5,1,1,0.0507047883707374,12.688704069679,28
31,1,0,0,0.0562558254093118,25.1101063801177,28
31,1,0,1,0.183344793062205,27.1435562941025,32
31,1,1,0,0.136420117874134,13.8497720370689,26
31,1,1,1,0.00349132276925122,31.9976397579189,30
31,5,0,0,0.000303850096028542,23.3459544459941,28
31,5,0,1,0.000404429110561557,12.5712062104407,21
31,5,1,0,0.000647307031065811,20.8363167031591,30
31,5,1,1,0.00047238651153127,27.7502575637192,29
32,1,0,0,0.00222862793030026,10.7467102349522,19
32,1,0,1,0.00239335884158995,21.5599300722186,40
32,1,1,0,0.00158980898662513,15.9232946804201,19
32,1,1,1,1.44677979489888e-05,16.5491342618687,40
32,5,0,0,0.000725577232859022,9.26829604104257,20
32,5,0,1,0.00015896735946358,7.78346437278304,37
32,5,1,0,0.00184625386773187,8.56883983510111,20
32,5,1,1,0.000879186121808472,8.51790993058889,36
34,1,0,0,0.000858148714442846,17.0684955470893,17
34,1,0,1,0.0407261444793389,21.5787528392411,39
34,1,1,0,0.000323529477406201,21.6891053331222,20
34,1,1,1,0.053027716084264,26.8236219437814,39
34,5,0,0,3.73304851208831e-05,26.1742242487759,19
34,5,0,1,0.00102556989155275,22.9576283571981,39
34,5,1,0,0.0752318015645864,16.0705217026473,18
34,5,1,1,0.00130478092491154,21.9208215863039,38
35,1,0,0,0.000273039298147024,18.9392470639761,17
35,1,0,1,1.86261027043666e-05,14.5170230972893,37
35,1,1,0,0.000222370823352415,10.2981863870649,18
35,1,1,1,0.0351449106047467,12.6618892903893,38
35,5,0,0,0.000737619329688901,11.4668179216747,19
35,5,0,1,4.41849120922898e-05,10.1708233413071,39
35,5,1,0,0.000541499992552433,12.4583672051714,20
35,5,1,1,3.33007688848802e-05,11.1435154755669,38
36,1,0,0,0.00336060930716561,23.8396803157991,18
36,1,0,1,0.441380933004404,15.1187858791878,37
36,1,1,0,0.0723351937542881,18.1309687020032,19
36,1,1,1,0.116057892207954,30.72786761905,40
36,5,0,0,0.00107258737249127,21.7754616203066,20
36,5,0,1,0.0624331568647528,18.3648739382526,33
36,5,1,0,0.00195647689142463,23.4986577034029,20
36,5,1,1,0.0784620535937451,18.1486747872039,40
37,1,0,0,0.000482766565433033,11.3508361536061,20
37,1,0,1,0.0821790929106807,13.753686574898,37
37,1,1,0,0.065763558037414,14.426174826493,20
37,1,1,1,0.032742986755971,14.6383851640016,39
37,5,0,0,3.6611677734763e-05,8.74893046792832,19
37,5,0,1,0.000555057888252303,9.56936132068946,38
37,5,1,0,0.00180315077556398,9.6967765038332,17
37,5,1,1,3.88943031596409e-05,8.14465119756052,36
38,1,0,0,0.206974862888099,14.7831422009659,20
38,1,0,1,0.183550496593283,20.0461857682952,35
38,1,1,0,0.0715830719320799,20.3713962579425,19
38,1,1,1,0.0416601553816392,19.6049463531373,39
38,5,0,0,0.000263486831766822,18.1309307611665,19
38,5,0,1,0.000164409783504467,14.5884292114929,35
38,5,1,0,0.00183721269676392,17.8317915268675,19
38,5,1,1,0.000670500625825961,19.1115269423908,36
39,1,0,0,0.162049473508941,22.0584649819791,19
39,1,0,1,0.698806914875303,23.6108995937588,39
39,1,1,0,0.235819654620525,23.3289688346615,20
39,1,1,1,0.371704488226075,26.1893378430716,38
39,5,0,0,0.0671620946989517,21.4251132459645,19
39,5,0,1,0.302811029623551,26.2961318839425,38
39,5,1,0,0.00156325212296104,19.5175318239995,20
39,5,1,1,0.16854893901048,17.8263075381963,37
40,1,0,0,0.000190779290438876,26.0316285748973,18
40,1,0,1,0.33128529307598,17.7071796712181,40
40,1,1,0,0.00189609283499641,14.5627173377778,20
40,1,1,1,0.0600227211717409,22.8182762643119,38
40,5,0,0,0.0014837206015883,15.2018604437312,17
40,5,0,1,0.0379009256317234,14.1294344511473,40
40,5,1,0,0.000374899714848033,13.3425161466389,19
40,5,1,1,6.67600240403972e-05,19.0019019651796,40
41,1,0,0,0.0727059617235298,19.6026850352192,19
41,1,0,1,0.00205830883231908,51.7879408382882,38
41,1,1,0,0.00254315035568938,30.1207978992825,20
41,1,1,1,0.388745945230845,18.6563513760649,38
41,5,0,0,0.000362229281845445,23.2816467703974,20
41,5,0,1,1.02437545725365e-05,23.6823121009375,39
41,5,1,0,0.000224388469596784,34.4592505443974,18
41,5,1,1,0.0433085455928023,25.9207075718248,40
42,1,0,0,0.00466122666633171,26.2316298952319,20
42,1,0,1,0.20012917558508,19.8532196184322,40
42,1,1,0,0.114863978618459,21.8976931658522,20
42,1,1,1,0.00169174728965401,29.2707255242197,38
42,5,0,0,5.48332987928592e-06,15.8750284697463,18
42,5,0,1,0.0419923781153003,19.6143571537624,37
42,5,1,0,0.0014425183357549,20.9891057167756,16
42,5,1,1,0.0860041528008339,14.7500857743395,38
43,1,0,0,0.00374276243265628,14.322090171606,19
43,1,0,1,0.0810777167961571,21.6377508803809,39
43,1,1,0,0.000165063202453065,14.6415289143633,19
43,1,1,1,0.0709157899480171,25.0376591249686,38
43,5,0,0,0.00074088941006014,14.0964531244997,18
43,5,0,1,0.0737512085948524,17.3072584262689,39
43,5,1,0,0.0605822270053783,11.8753832186841,19
43,5,1,1,0.000186886363327008,15.3885742761152,38
44,1,0,0,0.154050454705036,7.31792803989637,20
44,1,0,1,0.0462088404184138,13.5917731726553,39
44,1,1,0,0.0644457958102834,9.53861572552985,20
44,1,1,1,0.000554653528347172,22.6211004235309,39
44,5,0,0,0.00110442360877452,13.9882183959834,18
44,5,0,1,0.000302684029459734,10.8736014814194,37
44,5,1,0,0.00624181055730076,10.0948580926036,19
44,5,1,1,0.000204420801714207,12.8605012749135,39
45,1,0,0,0.000237070478254643,14.566833876428,20
45,1,0,1,0.0373187141318817,19.6776251780541,37
45,1,1,0,0.0757315200673532,14.0108811670339,20
45,1,1,1,0.0369460061713386,21.4569857206814,39
45,5,0,0,0.000958432111316905,14.179656951369,18
45,5,0,1,0.000447506567298995,16.4251112117263,36
45,5,1,0,0.000514837618444042,10.4989969529086,20
45,5,1,1,0.000569331434530234,13.5742024888991,37
46,1,0,0,0.00108285779024049,26.0160372803706,20
46,1,0,1,0.00089831759395818,22.5646739152632,39
46,1,1,0,0.00202625934862501,15.6104924654823,18
46,1,1,1,0.366266689292715,15.5256529135725,38
46,5,0,0,0.000768226618706689,15.7594559840128,19
46,5,0,1,0.0807377053070775,17.7497951190487,38
46,5,1,0,0.000775622883412853,21.7899607404317,19
46,5,1,1,0.0683086862997767,21.7425418542772,39
47,1,0,0,0.0637320233549549,12.7596137502918,19
47,1,0,1,0.433822885626435,33.6643324764311,40
47,1,1,0,0.254867033441986,24.3185816366319,18
47,1,1,1,0.0115830004189556,60.3582788707601,38
47,5,0,0,0.000210850924232606,20.791631357905,20
47,5,0,1,0.000530695148619907,14.7939413514965,35
47,5,1,0,3.81906140799262e-05,19.5662631835528,19
47,5,1,1,0.0922485820929443,12.0256390894741,39
48,1,0,0,0.00242143514329991,18.1144606898256,19
48,1,0,1,0.171940948516512,13.4043658373892,38
48,1,1,0,0.0636520471052596,11.2381298369361,19
48,1,1,1,0.107969269545346,16.4236802406847,38
48,5,0,0,0.000275178426199487,11.0903280987261,19
48,5,0,1,0.000930501174275965,10.6793086146626,36
48,5,1,0,0.00081835421944073,11.7868259344097,18
48,5,1,1,0.000545765057015322,8.70807341873488,38
49,1,0,0,0.000944141349741155,11.4930941929347,19
49,1,0,1,0.196171113667824,48.5242612516908,39
49,1,1,0,0.0714045358690515,16.9668617736258,19
49,1,1,1,0.391181618370559,14.8509087587433,39
49,5,0,0,0.00102426412595452,17.6702951812563,19
49,5,0,1,0.000515612201319911,17.5358184602514,39
49,5,1,0,3.86352380713981e-05,13.2345227582959,16
49,5,1,1,0.0302336945530963,15.219422330165,40
50,1,0,0,0.215064174551972,23.0810945939169,20
50,1,0,1,0.10689977107321,34.4833285097366,39
50,1,1,0,0.156511671783145,14.234022106127,18
50,1,1,1,0.00183981157696,39.2798683373023,39
50,5,0,0,0.00122818567542044,22.3179227477439,18
50,5,0,1,0.000128964024811013,24.7997100933603,37
50,5,1,0,0.109219684226661,18.3997424166886,18
50,5,1,1,6.99415028031433e-05,24.002339892838,36
51,1,0,0,0.00054045620880941,13.4363212845862,20
51,1,0,1,0.0351623915285387,20.2975270909588,39
51,1,1,0,0.00435236501932887,15.5156475137203,20
51,1,1,1,0.10030192344548,19.0597998221099,37
51,5,0,0,0.00150424269773147,13.2701879501329,18
51,5,0,1,0.00117905932270472,16.1377420460606,38
51,5,1,0,0.000763186797817431,10.4631197251944,20
51,5,1,1,2.64521668389248e-05,14.1576312877896,37
52,1,0,0,0.0912613297616802,19.6090869066094,31
52,1,0,1,0.0605736754084524,32.522073118404,25
52,1,1,0,0.0986490228127589,19.3941545985956,34
52,1,1,1,0.084391076260618,21.0599684904824,26
52,5,0,0,0.00139305739612705,16.8396340027883,26
52,5,0,1,0.000922216228352741,18.6696144730463,31
52,5,1,0,0.0558526504781848,11.9620493327892,22
52,5,1,1,9.01838717572503e-05,16.1883900757561,31
53,1,0,0,0.00031043506372494,19.8171065944708,19
53,1,0,1,0.119017025715421,24.8488822846253,38
53,1,1,0,0.00114319571238856,17.5751743682312,19
53,1,1,1,0.176503420382972,22.029700562737,39
53,5,0,0,0.000596812073186685,18.9610415757581,20
53,5,0,1,0.0352259200367211,22.7339464029281,39
53,5,1,0,0.00127514484403152,17.5075478831727,18
53,5,1,1,0.000624055622399294,17.9324307402394,39
54,1,0,0,0.00420083198667644,16.5891512555899,19
54,1,0,1,0.000498680761046939,24.6763477763436,39
54,1,1,0,1.26483561064816e-05,14.7727378909416,20
54,1,1,1,0.0907362773017295,23.344350188673,38
54,5,0,0,0.0582563955430798,10.1896969006696,20
54,5,0,1,0.0686396768747169,17.1503164771717,39
54,5,1,0,0.000341512391100057,20.8298479668018,18
54,5,1,1,0.0295338372363244,18.6210528153806,39
