subject,test,repetition,g,SD,nTrials
17,2,6,0.000439800859494203,19.8233486533216,80
18,1,1,0.000607033426944733,21.8013478283921,80
18,1,2,0.0409091056508479,19.0720526059662,79
18,1,3,0.000275263284517763,17.5820824615091,79
18,1,4,0.000433221268245424,18.2271820299194,79
18,1,5,0.0103501778391455,19.5685277606617,79
18,1,6,0.000213879575794784,15.7164448337902,80
18,2,1,0.175773178918583,24.6947303548859,80
18,2,2,0.022834997897358,23.4330889057931,80
18,2,3,0.0120381175032583,14.1141003330018,79
18,2,4,0.000231873170629629,15.3484922618662,78
18,2,5,0.000100008572980241,17.3477907230955,80
18,2,6,0.0183625059141718,16.7958347091091,79
19,1,1,0.0576479349407314,22.0215158664025,80
19,1,2,0.016459804515866,16.2050649604984,79
19,1,3,0.00109198288406294,17.068231472448,75
19,1,4,0.0225194122820132,15.5215929745734,77
19,1,5,0.0222371632806665,17.0239264938254,80
19,1,6,0.000119539802819312,21.7168543460109,75
19,2,1,0.191501004082978,16.7778770234258,78
19,2,2,0.063452061071389,17.223944954732,77
19,2,3,0.0014170254903129,18.8531770362626,78
19,2,4,0.000317671405919429,14.6842222548477,79
19,2,5,0.000112848096405261,17.873860637455,76
19,2,6,3.13553555971288e-05,16.5523157289,78
20,1,1,0.000240191449553299,18.5385889368426,74
20,1,2,0.0133340056302769,17.7769649414926,75
20,1,3,1.98008870475204e-05,16.5752368830882,75
20,1,4,6.56611881373077e-05,18.5675136422085,77
20,1,5,0.00108932916677295,18.9747736030848,74
20,1,6,0.000571032420774015,15.3881745439801,77
20,2,1,0.212749624036839,20.929000113411,75
20,2,2,0.0746270774469906,16.8482096315018,77
20,2,3,0.0556913381027717,20.3429890367824,76
20,2,4,0.0381521848620003,15.5603787255858,76
20,2,5,0.000972952133444278,16.2111902702196,74
20,2,6,0.0168603283879592,16.6736158334881,76
21,1,1,0.0995432192612394,18.3592405955334,80
21,1,2,0.082339181083553,21.2332608376372,77
21,1,3,0.00143101347357539,15.6499122670044,79
21,1,4,0.000415264415306379,18.7210074398868,80
21,1,5,0.000605225198710448,21.4589229976305,80
21,1,6,0.00167612125082659,19.7608395122659,77
21,2,1,0.0338640615798406,29.718911277721,79
21,2,2,8.77784278976064e-05,19.667834246462,80
21,2,3,2.59378105206456e-06,13.6588406505884,78
21,2,4,0.000117532224493256,14.1991429703656,78
21,2,5,0.000510940259722434,13.4814398477649,78
21,2,6,0.000220058108349942,15.6397811086609,79
22,1,1,0.0335507856549664,20.3594265022884,79
22,1,2,0.000516963278518566,15.4097589698399,77
22,1,3,0.00183301533854768,18.9012812464855,77
22,1,4,0.0197161826187116,15.0155728211535,76
22,1,5,0.013495996864357,15.6733154050598,79
22,1,6,0.000492535951153207,16.5588766409735,79
22,2,1,0.128368797326862,24.2140820585517,79
22,2,2,1.45249698623611e-06,21.659740426876,79
22,2,3,0.000479529111067807,16.2360268607572,79
22,2,4,0.000596297148538672,16.9564869801139,78
22,2,5,0.000152058311986796,14.5201099816869,78
22,2,6,0.0337941236717896,14.6205119413485,80
