subject,test,repetition,g,SD,nTrials
59,2,2,0.14131936525186,18.2854202796125,78
59,2,3,0.114978912420538,22.2285454655672,76
59,2,4,0.0846291289174776,22.5497008255162,74
59,2,5,0.0403912055960622,18.8394905486512,76
59,2,6,0.116466007991721,18.8553780265329,75
60,1,1,0.000277786331852527,23.8850927681036,79
60,1,2,0.000616073131521968,16.7252980360807,80
60,1,3,0.00042839650796943,16.9176156503516,80
60,1,4,0.000328968052849613,16.9011866838775,80
60,1,5,0.00484390284676526,17.8603312431698,80
60,1,6,0.000203720864206232,15.3983684046234,80
60,2,1,0.152786296740465,19.3119220518843,80
60,2,2,0.0186068307018995,16.950272933123,80
60,2,3,0.000163246082432645,16.00745778137,79
60,2,4,0.000154473778273828,16.1299970766424,80
60,2,5,0.000320440440323443,18.1972458796957,80
60,2,6,0.0155482772650274,16.3578524612547,80
61,1,1,0.102940704843739,32.1747520619782,80
61,1,2,0.0472033746458219,26.2061927989202,79
61,1,3,0.0310929964035044,25.9417917745752,79
61,1,4,0.0245698302617214,26.2522205525417,79
61,1,5,0.150779383350524,27.5763916535023,80
61,1,6,0.057285288887854,24.3698714076639,80
61,2,1,0.24563295047285,47.7227978531529,80
61,2,2,0.103209545681688,31.3888821192618,78
61,2,3,0.132811823919211,28.0654560539215,79
61,2,4,0.059118004170236,30.5654210321037,80
61,2,5,0.122387229240732,27.6613516421633,80
61,2,6,0.0515368943084422,27.6042668402559,77
63,1,1,0.0958547873478127,14.4365666862971,79
63,1,2,0.000973447522500683,16.0632338774267,73
63,1,3,0.0346787628717221,12.1112379852242,72
63,1,4,0.000103981720642557,15.2317532603973,77
63,1,5,0.000417161210231302,15.6707232136328,76
63,1,6,0.000718634529510222,12.9227267047929,76
63,2,1,0.0451686024638173,18.4359406214533,77
63,2,2,0.000204829152552051,16.0023569310502,78
63,2,3,0.0198083509897685,16.7211634115107,77
63,2,4,0.033967102128947,14.9158179245176,80
63,2,5,0.0186821713611738,15.2066892151962,78
63,2,6,0.00214564911164384,17.2796718247806,78
64,1,1,0.0259219619266123,22.3635855083683,80
64,1,2,6.41325251763449e-05,22.2639235570227,79
64,1,3,0.00626340502045247,19.3506710183326,78
64,1,4,0.0349954843541218,20.3176248143145,79
64,1,5,0.0564852521894034,19.4236569746833,79
64,1,6,0.000238747899302446,21.9658960463346,79
64,2,1,0.144964113536543,27.3538533568902,80
64,2,2,0.0265084520059756,23.7245804326347,80
64,2,3,0.0233828099444522,24.5990569336661,80
64,2,4,4.18504436276983e-05,21.7097462267808,80
64,2,5,0.0441734504081436,18.1077932020198,78
64,2,6,0.0263509684411516,22.8707934089599,79
65,1,1,0.177447920375638,21.6082260563062,76
65,1,2,0.0896849778852157,21.0538998955545,77
65,1,3,0.0710474103728746,22.756290481935,76
65,1,4,0.0966543767000982,28.5497538872342,76
65,1,5,0.181508984435114,18.4431397797557,76
65,1,6,0.127882544145851,21.8259487887895,75
65,2,1,0.585008282815673,24.030014165188,74
65,2,2,0.548523597097516,26.1162497882006,77
65,2,3,0.414246324409531,37.4990528575597,80
65,2,4,0.575801755832324,29.235883390339,79
65,2,5,0.335612266959337,33.7603874979085,77
65,2,6,0.497171224554829,44.9276401472335,73
66,1,1,0.114828389018174,20.3960385738372,77
66,1,2,0.0632733746964299,21.8636978858103,80
66,1,3,0.017482654781515,21.302838780824,79
66,1,4,0.0561591201898818,18.5067312260397,80
66,1,5,0.0393141558447826,18.4298960794309,79
66,1,6,6.23783753876421e-05,22.3781125821598,80
66,2,1,0.206713682870573,23.1888418378331,79
66,2,2,0.099617091210063,22.632295055301,79
66,2,3,0.0557783931507024,18.6833699947581,79
66,2,4,0.0187184066451177,18.5928373883828,79
66,2,5,0.000842519338877686,19.8536732969672,79
66,2,6,0.000914722909543704,20.6552211007406,80
67,1,1,0.0165015197915238,14.0347502838479,77
67,1,2,0.0294700629942592,11.6523173006593,80
67,1,3,0.000571856976011508,13.1546071878115,77
67,1,4,0.000217306743446448,11.989268838176,77
67,1,5,8.25365728841961e-05,12.6282674207902,79
67,1,6,2.01890774362166e-05,11.8369245484481,78
67,2,1,0.032483824757841,17.1852769151157,77
67,2,2,0.000404639141374295,14.848162363871,79
67,2,3,0.0414816872761849,12.8417880435644,77
67,2,4,0.023163751446998,12.7630870519562,78
67,2,5,0.000269534600151868,11.2076068372508,77
67,2,6,0.000914031190848694,13.4041898569748,78
68,1,1,0.0678616528748433,17.4726353096526,78
68,1,2,0.0334361843256124,16.8339223021364,78
68,1,3,0.0461728294933424,15.2849126418443,78
68,1,4,0.000221585566951419,14.6277374270765,77
68,1,5,0.0487559503400948,18.0255672590054,78
68,1,6,0.0558017080818864,18.596977557452,79
68,2,1,0.0624954508677192,24.2660824650375,80
68,2,2,0.0205317084277491,20.8648419444285,80
68,2,3,0.0254655043922928,23.2777989142098,79
68,2,4,0.0221034006430478,21.068636280284,78
68,2,5,8.84974587237949e-06,28.0606368810596,80
68,2,6,0.0246936070061241,20.8931064413086,80
69,1,1,0.0652613992463866,13.4733688911373,77
69,1,2,0.013952742475935,13.1552466846469,80
69,1,3,0.000222541411163028,12.6869841276572,80
69,1,4,0.0167609505811925,11.4452094905427,77
69,1,5,0.000387967419967137,12.9484312164675,78
69,1,6,0.00118257976453306,13.069597668498,80
69,2,1,0.10172569523781,15.9436788326323,78
69,2,2,0.0205077625764181,14.5258728003842,79
69,2,3,0.0327910295960018,16.0021298201263,79
69,2,4,0.000179355286438795,16.1973845432047,79
69,2,5,0.000275697304980062,14.4418657544459,78
69,2,6,0.000319403330180052,16.279342870852,76
70,1,1,0.0211086917872225,19.6907246299259,79
70,1,2,1.19187107696164e-05,19.1831116349975,80
70,1,3,0.000607789686289934,15.0955340300755,79
70,1,4,0.034758707873124,19.7397766920554,78
70,1,5,0.000528995452383545,17.5432720862817,78
70,1,6,0.000473005296330659,16.4370019937134,80
70,2,1,0.0393830361525667,22.6374121109553,80
70,2,2,0.0342634796340507,20.4265041283112,77
70,2,3,0.0308477305669379,16.9151224377477,80
70,2,4,0.0350399518630424,18.3440433300188,80
70,2,5,0.0193315559152428,17.5415023454318,79
70,2,6,0.000374967187233106,15.6100115707923,77
71,1,1,0.192250611443186,16.2539432570816,80
71,1,2,0.000209589684083664,16.1628110668937,79
71,1,3,0.000122621675850395,14.7316148491263,80
71,1,4,0.00112921826044869,15.2675479480903,79
71,1,5,0.0387575735098844,18.2012216338865,80
71,1,6,0.0236655608860403,14.9783345784191,80
71,2,1,0.269704716276868,16.4289785910873,80
71,2,2,0.0196825836385346,17.5298065754632,80
71,2,3,0.0167324450128004,15.8801407807854,80
71,2,4,0.0462257433581849,14.3926856254662,80
71,2,5,0.000112619232783036,18.2853681951029,80
71,2,6,0.0051604546510341,14.9147257856442,80
72,1,1,0.000322086026100412,15.3484423670923,74
72,1,2,0.000204219038965289,14.8713185309864,79
72,1,3,7.1471441091279e-05,13.7329170126567,80
72,1,4,7.20907562387482e-05,12.2955558712238,77
72,1,5,0.000219140058664631,12.7603501657532,79
72,1,6,4.23643290100306e-05,12.1238289893446,80
72,2,1,0.0183598704932582,15.5144643180063,80
72,2,2,9.81099156797329e-05,14.8144708357411,77
72,2,3,0.000187764001317671,11.2421274045329,75
72,2,4,0.0140521252173586,13.4202445499253,77
72,2,5,0.000336750062942005,11.9651113874613,80
72,2,6,0.0160327042508166,10.1521161678744,78
73,1,1,0.0858889945064974,24.0780837208289,80
73,1,2,0.0704063511251359,16.9956941190349,78
73,1,3,0.16195115548824,18.3940766276297,79
73,1,4,0.0680564424545241,22.4728488458984,79
73,1,5,0.0840696386787379,25.5108907560121,80
73,1,6,0.120189121982308,20.988987288142,79
73,2,1,0.199580303280515,31.4377451106994,80
73,2,2,0.0594896175507832,25.2334859777542,80
73,2,3,0.201607290094443,17.0458359815848,80
73,2,4,0.0722394606900023,19.2204090484464,78
73,2,5,0.0334538920450659,20.2919275486174,80
73,2,6,0.0276081154682085,19.6135184102745,80
74,1,1,0.0536791634121526,20.9197951299854,77
74,1,2,0.000242080991378337,16.9411008681677,80
74,1,3,0.000269732442138782,16.20884237935,78
74,1,4,0.000547961455484194,15.4425001009452,80
74,1,5,0.0298940495897013,19.0381520773656,79
74,1,6,0.0171698858945181,13.7848150876855,77
74,2,1,0.0975730581256118,29.8816476150149,77
74,2,2,0.000217301377181792,25.0926957945294,77
74,2,3,0.000932944586047198,25.4424226342436,76
74,2,4,0.000236104964051335,17.5348413935394,80
74,2,5,0.0422576823919098,18.2519451298223,79
74,2,6,0.0190091202061344,17.410353143094,80
75,1,1,0.0459766289884061,25.2023646197458,80
75,1,2,0.000384994551658517,18.8984743134031,80
75,1,3,2.62956372020914e-05,21.5368067054852,80
75,1,4,0.0335782861226712,15.9860564714478,80
75,1,5,0.0263094376410113,20.148012045425,80
75,1,6,0.0137913279248726,21.0236652196454,80
75,2,1,0.0577298253607682,24.5359916163981,80
75,2,2,0.000474961091053459,22.9508990346957,80
75,2,3,0.000184234471099866,21.7716511367384,79
75,2,4,0.0202283003828171,21.5473109482485,79
75,2,5,0.000255665183903641,18.294776860588,80
75,2,6,0.0165630005078299,20.4995754808981,80
76,1,1,7.62677554637589e-05,19.9106592345343,80
76,1,2,0.0408984911388071,16.4267055060075,80
76,1,3,0.000143448280880031,15.5262877559433,80
76,1,4,0.0160063035688658,13.8849705182601,80
76,1,5,0.000211790329605215,15.7442456111893,80
76,1,6,0.000415894220849285,17.6929463464612,80
76,2,1,0.240831331537915,25.5382184155757,80
76,2,2,0.000370070811680015,19.2414343108522,79
76,2,3,0.000323690678329326,18.2037404002464,80
76,2,4,0.000329118847637566,16.5983613918386,80
76,2,5,0.00259834775721063,20.9133812574146,80
76,2,6,0.000217927833302296,16.8279288691807,80
77,1,1,0.0317630388822955,20.1987195063842,77
77,1,2,0.000642236348588589,18.0624261151526,78
77,1,3,0.0310479034976246,15.6222151804131,78
77,1,4,0.0165216935063237,15.2992284675138,76
77,1,5,0.0175924439430914,17.0485479626505,77
77,1,6,0.0546414157620605,17.1006672123726,76
77,2,1,0.0845172770454151,21.362710723085,80
77,2,2,0.116802513536357,20.7767799433204,76
77,2,3,0.00135836057526228,21.1246809336854,78
77,2,4,0.0640311620702942,21.0062465808079,77
77,2,5,0.0406428980114185,19.2347056585089,80
77,2,6,0.0223719025227903,21.3122639544404,77
78,1,1,0.0827321197347452,19.1191616968485,78
78,1,2,0.0348020604413157,16.0085665871972,79
78,1,3,0.000554924249593013,19.9170628146723,79
78,1,4,0.0234861398059447,14.9623977055037,80
78,1,5,0.0295230191321852,17.0408425138888,80
78,1,6,0.000296251937825875,16.0571540843797,80
78,2,1,0.128983525995279,16.1857400812697,80
78,2,2,0.0420257361645118,15.3138727927188,77
78,2,3,0.0208189193996043,17.3499500873067,80
78,2,4,0.0214238587275491,16.4208689493386,79
78,2,5,0.0258128553144393,14.708655770988,77
78,2,6,0.000320438688954846,16.6993942984619,80
79,1,1,0.137100684904273,15.6739676156444,79
79,1,2,0.0845270877485074,15.2518492535578,79
79,1,3,3.13663810762206e-05,19.5772693255685,77
79,1,4,0.020264117235459,17.5689220238014,78
79,1,5,0.00327954544706328,18.6867201881495,80
79,1,6,0.00982014981590869,15.691335170395,80
79,2,1,0.0995187034739622,29.7253080735296,78
79,2,2,0.0380944319702085,20.3098316103646,78
79,2,3,2.37769674123599e-05,20.697065311714,79
79,2,4,2.17415066895226e-05,18.1720462345092,80
79,2,5,0.000413230249605159,21.0875540453822,77
79,2,6,0.00041130875338065,16.9792947272497,80
80,1,1,0.0192729655482244,14.2292568319186,80
80,1,2,0.0892270839247741,11.1003132995637,79
80,1,3,0.0398491963766439,13.5398065319514,80
80,1,4,0.0524047488098154,15.467456756895,80
80,1,5,0.0270257518986899,12.8759507459022,79
80,1,6,0.0214971774701283,12.2055586993159,80
80,2,1,0.169573901961984,21.9257203035504,79
80,2,2,0.000832334624886175,17.5228663594438,79
80,2,3,0.0188265987990556,13.6013662686439,80
80,2,4,0.0323151245950312,13.2566775441749,79
80,2,5,6.80922045117561e-05,13.8178674159243,80
80,2,6,0.0215385183038999,13.9144714786045,78
81,1,1,0.162614969935848,25.1554527455694,79
81,1,2,0.0773607112860134,19.8904092388899,80
81,1,3,0.146694993869845,17.5891858063871,80
81,1,4,0.0966479117925159,18.1195349888842,77
81,1,5,0.173486032024178,20.6995963467978,79
81,1,6,0.265209331608974,15.4760212094052,79
81,2,1,0.46316779866339,23.7827147172635,79
81,2,2,0.283772587082804,13.7892309350997,80
81,2,3,0.129538331192624,23.0982527367382,79
81,2,4,0.0366549504550369,19.9547962236411,80
81,2,5,0.00181184718891473,30.1331237164349,80
81,2,6,0.117327491597229,20.3730356952362,80
82,1,1,0.000400687975910779,16.4482148776732,80
82,1,2,0.00010356365098615,16.1372171271201,80
82,1,3,0.0214030392084409,16.5982056793231,80
82,1,4,0.000781548724970979,17.9321444691013,80
82,1,5,0.0697871239866915,15.4076302685182,80
82,1,6,4.04020866106372e-05,16.3169285221339,80
82,2,1,0.0815447948095232,21.1644270758795,80
82,2,2,0.000589585137126774,17.6314793745966,80
82,2,3,0.0267177515288709,16.2816009795156,79
82,2,4,0.0149711790456037,14.4384521010501,80
82,2,5,0.0299423723268095,13.7179334481758,80
82,2,6,0.000468210000093899,15.4700407911003,80
83,1,1,0.240625396475041,18.50615678075,73
83,1,2,0.0708646903956042,23.5260773951792,75
83,1,3,0.100725331837667,17.4590968833447,74
83,1,4,0.170835200726157,14.9011702826824,77
83,1,5,0.18306921009767,16.2141456347878,74
83,1,6,0.0922070453491362,20.563252505707,73
83,2,1,0.110386256880581,32.1876862203504,78
83,2,2,0.0833830006285537,22.7185560329298,79
83,2,3,0.000210266911892344,19.985730219605,77
83,2,4,0.0529650183175628,18.6725878785905,77
83,2,5,0.0199736033755206,21.2445806061972,79
83,2,6,1.61002791035023e-05,17.8004790444972,77
84,1,1,0.0972075876927806,20.5176167362933,77
84,1,2,0.0526831441426847,17.7898806758459,77
84,1,3,0.00159088800890924,20.6946677056604,80
84,1,4,0.000615346039789721,17.6478248065689,78
84,1,5,0.0219201578592709,18.9862613198857,79
84,1,6,0.0414627982605433,19.9844185775609,80
84,2,1,0.356848313238485,26.7748751907633,80
84,2,2,0.0615644744867183,20.4073918619044,80
84,2,3,0.000751704765493101,22.5321597179255,79
84,2,4,8.58665382116545e-05,23.215084087712,80
84,2,5,4.70334222127892e-05,19.0711968271912,79
84,2,6,0.018273922676199,18.3371121149253,79
85,1,1,0.087036011490024,20.82566186179,79
85,1,2,4.80998350989408e-05,16.2439510492676,78
85,1,3,0.0174340035035409,15.1252325899351,80
85,1,4,0.0338253227243408,15.4042031438916,79
85,1,5,0.000884245005822296,20.4490335924047,79
85,1,6,0.0290411804110348,17.2138223980322,79
85,2,1,0.205244035088487,19.1205867367811,79
85,2,2,0.0436828374037692,17.0011715631709,78
85,2,3,3.60698802696208e-06,19.9102420072004,79
85,2,4,0.0398378918832209,17.1939266541433,79
85,2,5,0.0233569867071576,16.8567142326719,78
85,2,6,0.000751799068922128,20.590820626106,79
86,1,1,0.116319898663408,24.2075085635235,79
86,1,2,0.0207913865641984,14.4512563392277,79
86,1,3,0.00121393743174229,22.2805068633756,77
86,1,4,4.43305545998044e-05,19.8169818974559,79
86,1,5,0.00145046790564585,22.919389678989,77
86,1,6,0.000319305890709659,20.8349251754005,79
86,2,1,0.000246304543703787,28.3227990328875,80
86,2,2,0.00101892642650939,25.5797925280234,80
86,2,3,0.0158447282113981,18.8828158299144,80
86,2,4,0.000523758815882703,24.2564401975678,79
86,2,5,0.0557227424635301,23.1133267711487,79
86,2,6,0.0236627925148394,21.1619771852453,77
87,1,1,0.0188558058118916,18.2840575747974,78
87,1,2,0.0415137608454995,13.6476476369893,80
87,1,3,0.000794153782147889,14.7630131238209,80
87,1,4,0.0729257922518531,15.2548186581382,79
87,1,5,0.0474980686100232,14.138376304157,80
87,1,6,0.029492310090515,12.4360293390502,80
87,2,1,0.119200990658321,20.1850936109644,79
87,2,2,0.0012206138308111,21.9910570874906,77
87,2,3,0.000291979187097235,16.6439025293156,79
87,2,4,0.000906464509474982,15.7802667411819,80
87,2,5,1.27650139062421e-05,14.4472794040665,79
87,2,6,0.0320551957846735,15.641767006613,78
88,1,1,0.022569789775963,15.8350717660855,80
88,1,2,2.38384619154258e-05,14.1259172576835,78
88,1,3,0.0246202969650462,12.5793393684558,80
88,1,4,0.000168292135132104,15.5255161754594,80
88,1,5,3.09838069715784e-05,14.2948451649907,80
88,1,6,0.000741549926478225,13.0227520582212,80
88,2,1,0.000527063577653467,21.4489166201155,80
88,2,2,0.000308345670027769,18.6198391593815,80
88,2,3,0.000442468286661558,16.3454605023752,78
88,2,4,0.0258157484467836,17.6896031117936,80
88,2,5,0.000764366158692719,16.0648069458186,80
88,2,6,2.93850499133944e-05,15.1121046485606,80
89,1,1,0.0192507325663432,18.4405354357319,78
89,1,2,0.0171564642946058,16.4825015861589,79
89,1,3,0.0222124076241723,20.0247655125397,78
89,1,4,0.0172945149703835,16.6649455456076,78
89,1,5,0.0292387713753214,15.5931914873776,78
89,1,6,2.77863054418575e-05,18.3840670505343,79
89,2,1,0.149508968348231,20.2622487128567,80
89,2,2,0.0157527422462874,17.5135328729986,80
89,2,3,0.000554643058715646,15.8813416770827,79
89,2,4,0.0313231950733698,15.8394649530576,78
89,2,5,0.0550951125689348,17.3108301286259,76
89,2,6,0.000523380862617634,18.1071872871893,76
90,1,1,0.00122757450757682,16.7732487516648,79
90,1,2,0.000203947141250569,15.2107109150617,78
90,1,3,0.00106579599655288,18.9542448011783,79
90,1,4,0.0164352145169696,16.0307058166317,80
90,1,5,0.000116183943666014,15.2692508200399,79
90,1,6,0.000131368615543924,15.7310859602102,80
90,2,1,0.0229808633514846,26.9048113519038,80
90,2,2,0.000153296100412072,24.8798893448044,80
90,2,3,0.0143502608598362,24.3022872999951,80
90,2,4,0.000512025587502952,20.4824032743348,79
90,2,5,7.79568431364737e-05,21.3675404530076,79
90,2,6,0.00058987233202384,23.2259914705915,80
91,1,1,0.000185898573121145,14.4251908078867,80
91,1,2,0.0128763297710827,11.7184951142114,79
91,1,3,0.000566788207215118,13.3543577785464,80
91,1,4,0.000115808610851344,12.6779908240945,80
91,1,5,0.000144032500229575,14.4501539786549,80
91,1,6,0.0162421190789322,13.4175388270297,80
91,2,1,0.149591908002086,19.2538169960507,80
91,2,2,5.54843205303277e-05,14.5627088994588,78
91,2,3,0.000605642241674704,11.6278706098237,76
91,2,4,0.000141644967992567,9.88718591199594,78
91,2,5,1.75362750230012e-05,11.4383147617299,78
91,2,6,0.00064079331343712,12.3331154896375,77
92,1,1,0.0747530848456172,18.7878502151345,80
92,1,2,0.000144431143215247,16.6523041396088,80
92,1,3,0.000209065077944793,15.2919948168739,80
92,1,4,0.00016464162218622,16.4826555945516,80
92,1,5,0.000229748637679507,19.4183383897313,80
92,1,6,0.0158084253750796,16.6434797531551,80
92,2,1,0.195867919444967,22.2741998060891,80
92,2,2,0.0517967498044344,23.240160340132,80
92,2,3,0.00026330738777565,18.695352845957,79
92,2,4,0.0440545036642119,19.84255556547,78
92,2,5,0.000885420834635151,19.1780631374165,79
92,2,6,0.000503784762723366,19.7014677466483,80
93,1,1,0.00121065592969186,23.5975708318004,79
93,1,2,0.0372425778626635,17.9391116752717,80
93,1,3,0.019845618322585,18.7256374187224,80
93,1,4,0.000644044747973044,17.5425713385156,80
93,1,5,0.000909379012513865,20.3200189200795,80
93,1,6,3.25004698704494e-05,20.0977826091737,80
93,2,1,0.111300126576822,19.094879829597,79
93,2,2,0.0695566100557318,22.2478466884234,80
93,2,3,0.000618389797253789,19.7339498444538,80
93,2,4,0.0192660377615586,19.5274849348985,78
93,2,5,0.0561414123085169,19.4825737177277,80
93,2,6,0.000152384449565931,19.9595526735226,80
94,1,1,0.169150756346897,26.1612079731858,80
94,1,2,0.096587459796608,21.0255036479415,77
94,1,3,0.000420621038548482,25.1606471169941,80
94,1,4,0.0214331082093092,24.226506334516,78
94,1,5,0.0394106271383961,18.4970056128924,80
94,1,6,0.0261946433506938,23.7821562190291,77
94,2,1,0.339634735400476,26.8409204551251,80
94,2,2,0.0576359794368469,21.2304692017854,80
94,2,3,0.0857800666618004,19.0688839961634,80
94,2,4,0.0188515894254744,19.3178623010963,79
94,2,5,0.000668163950693624,19.567766972253,80
94,2,6,0.0220006553533498,20.6417131810896,80
95,1,1,0.00436656312583258,23.7674818420339,77
95,1,2,0.0320822310687637,16.9622658376509,78
95,1,3,0.00101765257368158,16.7634513730948,79
95,1,4,0.0613474312919343,15.6926011032004,78
95,1,5,0.000770075582256278,16.9909210908628,79
95,1,6,0.0226516307127098,16.9338929446387,72
95,2,1,0.0878218238593653,19.7255334459125,75
95,2,2,0.0434353283153723,24.5545533344128,75
95,2,3,0.0391044805711496,17.8558299212549,78
95,2,4,0.0307129177184057,19.4088167626719,75
95,2,5,0.000125938150444678,20.4628743803504,76
95,2,6,0.0338638751921369,19.0382940112198,75
96,1,1,0.0811294620612905,18.3052492303585,74
96,1,2,0.000851387143288525,20.689916240722,79
96,1,3,0.000319599447820466,20.1382055719377,77
96,1,4,0.050920207034396,14.3817657394327,76
96,1,5,0.0269393265553926,24.108820116341,78
96,1,6,0.047108326745564,15.4760919398802,78
96,2,1,0.0841155864635071,24.1760375928457,76
96,2,2,0.000378131452393026,25.1144845781019,77
96,2,3,0.000128565035358,24.8691284611182,79
96,2,4,0.000267810233073013,19.3741797242282,78
96,2,5,0.0440564260446595,18.7736663969564,77
96,2,6,0.000181929188707269,21.5827714009117,76
97,1,1,0.139351857623873,18.4626416976547,75
97,1,2,0.0005474880558218,14.3717517628668,76
97,1,3,0.0303189437446062,17.0094380278461,76
97,1,4,0.000503656336161729,16.8609704085154,76
97,1,5,0.000240458711835115,21.6136157058571,77
97,1,6,0.0376047408919903,20.4064995747976,75
97,2,1,0.19710630803864,31.4672906673077,74
97,2,2,3.97912109539314e-05,21.0673910172219,78
97,2,3,0.00025497303041009,19.8423814205436,78
97,2,4,0.0212869885218775,18.9268695950133,78
97,2,5,0.000367629614892527,18.9371379111947,78
97,2,6,0.0240419712363826,19.1843867282516,78
98,1,1,0.0667530445903039,19.8814985401758,79
98,1,2,0.000878951894702586,24.3728239926929,80
98,1,3,0.0391161650034189,21.2567915985989,78
98,1,4,0.00167265502587635,24.5581767813064,79
98,1,5,0.000337201544819124,22.995755282283,80
98,1,6,2.69016614814002e-05,17.8588578429689,77
98,2,1,0.0794258966044029,27.8370730481481,78
98,2,2,0.00120907999102952,29.8013245480442,79
98,2,3,0.00027601555616355,23.2596762420844,80
98,2,4,0.000242048548886453,21.5048093364342,79
98,2,5,0.0209001431018751,18.5754060475569,80
98,2,6,0.000327765636394169,20.3824574679267,79
99,1,1,0.0499949841242489,15.7118308723883,75
99,1,2,0.0174929134883737,15.6370708187016,79
99,1,3,0.000238621860212713,15.285730580668,79
99,1,4,0.0162624494759201,15.2045360682125,79
99,1,5,0.000288789075397601,17.6396650598087,78
99,1,6,0.000268573331970749,15.3257854778297,79
99,2,1,0.100279573377217,23.8922447613862,79
99,2,2,0.0216110816834492,19.0460398377018,78
99,2,3,0.000488607410056436,16.3382156879347,79
99,2,4,0.0322780115414995,14.8456983791883,80
99,2,5,0.0355237318674255,17.5768586867654,79
99,2,6,0.000422617892149011,15.5678397649916,79
100,1,1,0.0809065147883199,25.7263744735166,79
100,1,2,0.0284814933917587,20.3897655461846,78
100,1,3,0.000629412673933861,26.9174008162228,80
100,1,4,0.000629952022785079,17.8987701580838,80
100,1,5,0.0479480466531065,22.298263810919,78
100,1,6,0.000597021471530941,26.5456756711827,79
100,2,1,0.195924154167853,21.364630553969,79
100,2,2,0.0679535645210413,22.2100669808929,79
100,2,3,0.0238611981019807,23.0688653200544,79
100,2,4,0.000394093094203263,24.5970766628027,77
100,2,5,0.0240780339668185,20.4185004906885,79
100,2,6,0.0442530513090216,21.687710653004,79
101,1,1,0.0789019195140169,20.8131416794859,78
101,1,2,0.0308714347692892,17.2479988411405,80
101,1,3,0.00104758213127931,18.0347790857966,79
101,1,4,0.000106995971542666,18.5600379550664,79
101,1,5,8.17236837839116e-05,13.4134619004678,80
101,1,6,0.000667339124440232,17.2527633194195,79
101,2,1,0.195980153161209,17.2400827550001,80
101,2,2,0.0618596907479782,14.8970034512532,80
101,2,3,0.000375877810089461,18.7270722985145,77
101,2,4,0.00158728027793702,16.107101406461,80
101,2,5,6.46005454811652e-05,16.2655662835917,79
101,2,6,0.000383949071853278,18.2293660870751,80
