subject,test,repetition,context,g,SD,nTrials
78,2,1,1,0.0869808689171115,16.8460741595057,40
78,2,5,0,0.0647600606175894,11.9121293568557,37
78,2,5,1,0.000774203311433273,15.9388266039239,40
79,1,1,0,0.141836020102455,15.0771610657188,40
79,1,1,1,0.0783732962407338,19.700898705903,39
79,1,5,0,5.45145142502174e-05,17.5802929358547,40
79,1,5,1,0.00350272272289879,20.2079655243016,40
79,2,1,0,0.167133097997834,27.8199916357929,38
79,2,1,1,0.0170045233998601,32.063821435625,40
79,2,5,0,0.00104513009487559,20.2532051232833,39
79,2,5,1,0.000426791415860408,21.7573515577276,38
80,1,1,0,0.0341608659126974,13.1785221531384,40
80,1,1,1,0.00148699670177238,15.5025457859714,40
80,1,5,0,0.0326109633771627,11.0677967438168,40
80,1,5,1,0.000236784694070434,15.8749485908878,39
80,2,1,0,0.254060733110743,22.4931318840984,40
80,2,1,1,0.0602504487710888,23.0758090476701,39
80,2,5,0,0.0014812068052353,12.8424451184746,40
80,2,5,1,0.000732548832014469,14.8271746232352,40
81,1,1,0,0.213420993621379,21.7574584858227,40
81,1,1,1,0.11791227772596,27.8669222595838,39
81,1,5,0,0.0872210279208779,32.2448300904337,39
81,1,5,1,0.157857992608896,14.6531051201162,40
81,2,1,0,0.363211431518726,36.329686297643,40
81,2,1,1,0.449400387800124,18.8900156385977,39
81,2,5,0,0.00222437828753334,28.0942913702658,40
81,2,5,1,0.00220997288530739,31.6170267517217,40
82,1,1,0,0.000664777044771677,18.1514296221455,40
82,1,1,1,0.000496018204120149,14.3664369838376,40
82,1,5,0,0.000945675624530413,19.0528910629997,40
82,1,5,1,0.103017822616973,13.4202522189331,40
82,2,1,0,0.0999142592258737,18.6732353082411,40
82,2,1,1,0.0611571989638707,23.4716070788826,40
82,2,5,0,3.57212446642722e-05,14.8889083116026,40
82,2,5,1,0.0600736857376026,11.8814892647066,40
83,1,1,0,0.24423455968355,18.6659704282822,36
83,1,1,1,0.239676647626735,18.4094107382989,37
83,1,5,0,0.252954304066919,14.495828363504,39
83,1,5,1,0.0592944078169284,20.4435463024963,35
83,2,1,0,0.129640905143196,33.8591206388579,39
83,2,1,1,0.0735934760431337,31.9482051774665,39
83,2,5,0,0.0434915705543762,21.7312344558818,39
83,2,5,1,6.44245171667508e-05,20.6809486190867,40
84,1,1,0,0.000118231511868789,18.3191021084076,38
84,1,1,1,0.189941841041945,22.8222157439985,39
84,1,5,0,0.0363985204961067,18.2798664414235,39
84,1,5,1,0.000571011823393299,19.9020910884457,40
84,2,1,0,0.288025001753455,28.3205159396114,40
84,2,1,1,0.446380223308089,23.5615878962448,40
84,2,5,0,5.9361217975739e-05,15.151864503764,39
84,2,5,1,0.00153677274439459,22.1146591083597,40
85,1,1,0,0.0922908780501773,20.7351263154436,40
85,1,1,1,0.0901281524702669,20.9435611250897,39
85,1,5,0,0.000142475820069424,18.340009415072,39
85,1,5,1,0.00216922935733155,22.529318297746,40
85,2,1,0,0.173965154058523,21.3939736761162,40
85,2,1,1,0.214411624061146,17.9812617450576,39
85,2,5,0,0.0342347237840151,14.7532838352532,39
85,2,5,1,0.000323265541165655,19.6584089910563,39
86,1,1,0,0.198498947364869,21.3611569804266,40
86,1,1,1,0.0569956229902789,25.0321671111854,39
86,1,5,0,0.0328603794063586,15.5229501977036,39
86,1,5,1,0.0011161061475128,27.1490052058098,38
86,2,1,0,0.000463336210323564,27.4504025716286,40
86,2,1,1,0.00185935263805032,28.9433246984956,40
86,2,5,0,0.0719091570886692,19.5147885465245,40
86,2,5,1,0.00163734546418539,28.462247120581,39
87,1,1,0,9.89979214253665e-05,16.5807468566508,39
87,1,1,1,0.0384804289753313,19.6556758515034,39
87,1,5,0,0.00106050220432001,18.1324666824864,40
87,1,5,1,0.0621364349053332,11.9137284124252,40
87,2,1,0,0.0836959594311356,22.6536158683997,40
87,2,1,1,0.2445925142335,10.901350482695,39
87,2,5,0,0.000424036511589982,12.8577366758223,40
87,2,5,1,0.000199131263565555,15.7337001990421,39
88,1,1,0,0.00122707600534212,14.219330778551,40
88,1,1,1,0.0402637130560774,17.7893536019223,40
88,1,5,0,0.000503715748644949,14.8451426792952,40
88,1,5,1,0.00100409914961271,14.1808694735993,40
88,2,1,0,0.0253277463360843,17.2105383379872,40
88,2,1,1,0.000210961674799972,23.79439380747,40
88,2,5,0,0.000293654229015082,15.9626681803484,40
88,2,5,1,0.000353901686720937,16.0033959856322,40
89,1,1,0,0.000451116159553692,18.5441712800597,38
89,1,1,1,0.0425649081254681,17.9674248829093,40
89,1,5,0,0.0331083484438184,14.3286347773266,39
89,1,5,1,0.0019282748012727,18.7045868363921,39
89,2,1,0,0.212488213839359,20.2312076917833,40
89,2,1,1,0.0801840807222128,20.2391201567197,40
89,2,5,0,0.0742968069938808,16.2070237357044,39
89,2,5,1,0.038096059981979,18.50824789316,37
90,1,1,0,4.32654003849064e-05,18.7977675045612,40
90,1,1,1,0.000617341367225251,14.042787828707,39
90,1,5,0,0.000255198588833791,14.084194165651,39
90,1,5,1,0.000104698747943896,16.9256757495531,40
90,2,1,0,0.0484883337323195,27.6746607920941,40
90,2,1,1,0.000689012745342426,25.0413833181811,40
90,2,5,0,0.00066808301600336,22.8149829281386,39
90,2,5,1,0.000926315208897122,19.7705028657453,40
91,1,1,0,0.00186287070284277,17.2350683486572,40
91,1,1,1,0.000316276139673877,11.7081448947213,40
91,1,5,0,0.000266688075088504,14.3938199772384,40
91,1,5,1,1.02903016288359e-05,14.8603163689298,40
91,2,1,0,0.00245059897182704,32.4681254596552,40
91,2,1,1,0.155732219513291,16.1788268232791,40
91,2,5,0,0.000472586998296214,11.4869507821339,40
91,2,5,1,0.000899659622204306,11.4737246804981,38
92,1,1,0,0.000260280539438767,22.4528879861746,40
92,1,1,1,0.127028498293425,16.9635866127521,40
92,1,5,0,0.0585982057345645,15.4512582429406,40
92,1,5,1,0.00163243363694261,19.1924722945049,40
92,2,1,0,0.190053272245905,24.0483336774274,40
92,2,1,1,0.198044561338929,20.5527183425511,40
92,2,5,0,0.000170875690294855,16.5018453509195,40
92,2,5,1,0.000587563585585101,21.957734855719,39
93,1,1,0,0.00128913301622697,24.9165823939759,39
93,1,1,1,7.08981659529265e-05,21.7264036769705,40
93,1,5,0,0.000220654030770851,18.3744811794824,40
93,1,5,1,0.000517621865939233,22.49073758742,40
93,2,1,0,0.115829495387549,19.4457588298481,39
93,2,1,1,0.114331640033283,19.0876705580248,40
93,2,5,0,0.0684184146982295,17.3664381411797,40
93,2,5,1,0.0458304138184446,21.2251051230227,40
94,1,1,0,0.094934237199297,34.7900869796855,40
94,1,1,1,0.143409507851678,24.3253992062474,40
94,1,5,0,0.0469075086444568,16.6245300755336,40
94,1,5,1,0.000199145920808233,22.6025916048739,40
94,2,1,0,0.297704349491328,28.7544347683257,40
94,2,1,1,0.3775604472737,24.4909067688652,40
94,2,5,0,0.000252292600989721,16.2505892882982,40
94,2,5,1,0.000346057546557092,21.8901093051212,40
95,1,1,0,0.000755660642607736,27.4975641271366,39
95,1,1,1,2.9366755723851e-05,20.7547641339917,38
95,1,5,0,0.000917684389978522,17.0467828456479,40
95,1,5,1,0.00105359683979612,16.9863662569128,39
95,2,1,0,0.162706309730628,15.0443620325757,38
95,2,1,1,0.000440205713328633,23.2553466013594,37
95,2,5,0,0.00189526058385299,20.6878490971887,39
95,2,5,1,0.000462990433281692,20.6020303500776,37
96,1,1,0,0.0737891100118271,19.2508837321665,39
96,1,1,1,0.0915823427223465,16.7878390028487,35
96,1,5,0,0.0385773801392277,18.0818230580281,40
96,1,5,1,8.90875891047371e-05,30.2578368981518,38
96,2,1,0,0.0857082847961464,25.6691581061459,39
96,2,1,1,0.0921822779973106,22.5121348771293,37
96,2,5,0,0.0014201717778652,23.8901992939684,38
96,2,5,1,0.0340986643332855,17.1617626142906,39
97,1,1,0,0.111111513356366,18.5750220556556,37
97,1,1,1,0.16860326371186,18.1266139752578,38
97,1,5,0,0.00013307841539839,21.8553013587736,37
97,1,5,1,3.93228749865637e-05,21.4669006019666,40
97,2,1,0,0.170691799189694,27.6739366709756,35
97,2,1,1,0.0869169192214752,44.7552778073936,39
97,2,5,0,9.39868328002783e-05,20.2363162499735,40
97,2,5,1,0.00204531279913499,18.4871401873671,38
98,1,1,0,0.00021435496679478,21.4956170450325,39
98,1,1,1,0.123449271834273,18.0839299312876,40
98,1,5,0,0.00241263792175998,24.6577167566319,40
98,1,5,1,0.000243195340062015,20.960183661111,40
98,2,1,0,0.000198827833267315,24.5861987318684,40
98,2,1,1,0.178385041522686,30.4193745939647,38
98,2,5,0,0.0365792614644771,17.4213350590023,40
98,2,5,1,0.000766999514155334,20.3386032317514,40
99,1,1,0,0.000609289503888633,12.2578055963232,39
99,1,1,1,0.0954807176207022,19.9158520764285,36
99,1,5,0,0.000312361546076265,17.6356673529612,39
99,1,5,1,0.000607930053413711,17.8892548659926,39
99,2,1,0,0.000487746884656684,25.7629408650164,39
99,2,1,1,0.1816918864552,23.1265152137927,40
99,2,5,0,0.000991795573092375,16.4609916168683,39
99,2,5,1,0.0701154139267266,18.7566371031436,40
100,1,1,0,0.108577116810549,23.9603111495759,40
100,1,1,1,0.00198842279660134,31.981095254886,39
100,1,5,0,0.000549324108855342,21.5726830069375,38
100,1,5,1,0.100067058771292,22.1525868904807,40
100,2,1,0,0.258992360984048,22.5620515184813,39
100,2,1,1,0.150415247076419,19.9168044425258,40
100,2,5,0,0.000265067319518867,18.2826901588929,40
100,2,5,1,0.040074971649931,22.8583265179294,39
101,1,1,0,0.05201880620787,24.119914132378,39
101,1,1,1,0.0837985080602182,18.1241019480856,39
101,1,5,0,0.00124678902278595,12.7085381363834,40
101,1,5,1,0.000606661415924812,14.0476944123611,40
101,2,1,0,0.239285721483885,13.7802320243285,40
101,2,1,1,0.133591805158701,20.7649765328835,40
101,2,5,0,0.00124849980090592,15.1658810382135,39
101,2,5,1,0.000506515532010803,16.9043864384724,40
