subject,test,repetition,context,g,SD,nTrials
75,2,1,0,0.131809764882733,20.2524589193847,40
75,2,1,1,0.000630410027668986,26.6369693578068,40
75,2,5,0,0.000153343576100778,19.6010594920746,40
75,2,5,1,0.000733315843860183,17.5218843214178,40
76,1,1,0,0.000539253682589058,20.4420631862909,40
76,1,1,1,0.000878244551468484,19.2241210825499,40
76,1,5,0,0.000310969627376271,15.1800450055248,40
76,1,5,1,0.000253377540659702,16.9800728451125,40
76,2,1,0,0.113568922149947,32.1404444212938,40
76,2,1,1,0.339656691482807,18.5347809014019,40
76,2,5,0,0.0515849755991512,18.0707071232904,40
76,2,5,1,0.000254854943377277,19.9830228830101,40
77,1,1,0,0.000554994097276447,23.2588996297019,37
77,1,1,1,0.052836846756438,18.3995961029138,40
77,1,5,0,0.0376866694923052,15.7334186320667,37
77,1,5,1,0.000221292518584374,17.635349146852,40
77,2,1,0,0.038699238315755,20.1445613617504,40
77,2,1,1,0.132893370799792,22.6086034547924,40
77,2,5,0,0.0422704382913614,20.7596087147267,40
77,2,5,1,0.0321593175346113,17.6113803002031,40
78,1,1,0,0.000869610646688071,23.2690918921683,38
78,1,1,1,0.137198905444597,16.421699114917,40
78,1,5,0,0.0312717818547394,14.1155366032916,40
78,1,5,1,0.000483205229119842,20.8931252663344,40
78,2,1,0,0.164640175101846,16.021593964682,40
